Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Competitive Enterprise Institute,the Competitive Enterprise Institute,146,3
The City Magazine El Paso,THECITY Magazine El Paso,146,10
Oregon Environmental Council,Oregon Environmental Council,146,6
New York Civil Liberties Union - NYCLU,New York Civl Liberties Union - NYCLU,146,7
Viewpoint Israel,Viewpoint Israel,145,6
Americans for Prosperity - South Dakota,Americans for Prosperity,145,6
Arizona Nature Conservancy,Arizona Nature Conservancy,144,26
AARP Rhode Island,AARP Rhode Island,144,1
SunPower by Stellar Solar,SunPower by Stellar Solar,144,1
Abogado Eric Price,Abogado Eric Price,144,1
Wisconsin LGBT Chamber of Commerce,Wisconsin LGBT Chamber of Commerce,144,11
Pan-Florida Challenge for Hungry Kids,Pan-Florida Challenge,144,6
Rebuild SoCal,SCPFJ & Rebuild SoCal.,144,2
Carl DeMaio,Reform California,143,2
Interact for Health,Interact for Health,143,3
1stdog.net,"Reps Design, Designers of health & wellness products.",143,3
Democratic Association of Secretaries of State,"the Democratic Association of Secretaries of State, 777 S Figueroa Street Suite 4050 Los Angeles, CA 90017, Not authorized by any candidate or candidate’s committee. Nellie Gorbea, Treasurer, is a registered agent of Democratic Association of Secretaries of State.",143,3
End Party Politics,"End Party Politics, LLC",143,1
Idaho Coalition Against Sexual & Domestic Violence,Idaho Coalition Against Sexual and Domestic Violence,143,1
A Step Ahead Chattanooga,A Step Ahead Chattanooga,143,7
Jeff Hunt,The Centennial Institute,143,1
Doctors Without Borders/ Médecins Sans Frontières (MSF),These ads ran without a disclaimer,143,1
Hilario Dominguez for 25th Ward Alderman,Neighbors for Hilario Dominguez,143,2
Elijah Haahr,"Friends Of Elijah Haahr, Trevor Crist Treasurer.",143,2
Jack Jablonski BEL13VE in Miracles Foundation,Bel13ve in Miracles Foundation,142,3
Vermont Fish & Wildlife,VT Fish & Wildlife,142,2
Leidy South,Leidy South,142,4
Andy Beshear,Beshear/Coleman 2019,142,2
Mayor Dan Gelber,Miami Beach Mayor Dan Gelber,141,3
NC Senator Floyd B. McKissick Jr.,McKissick for NC Senate,141,9
Dan Rizzo for Revere,Committee to Elect Dan Rizzo,141,3
The West Virginia Record,The Record,141,12
Abogados de Inmigración y Derecho Penal USA,Juan Carlos Monteza.,141,2
PlayCleanGo Minnesota,Minnesota Department of Natural Resources,140,1
Our Voice At Work,Our Voice At Work,140,1
Two Flags,Two Flags,140,1
Jewish Journal,The Jewish Journal/Tribe Media,140,2
Institute for Justice,the Institute for Justice,140,1
The Dave DeGroot Law Firm,The Dave DeGroot Law Firm,140,7
BryanRoach Transition,BryanRoach Transition,140,1
River City Environmental,Jeshe Burch,140,1
Council Member Rachelle Arizmendi,Arizmendi for City Council 2018,140,2
Mike Gallagher,Salem Media Group,140,3
Beacon Center of Tennessee,the Beacon Center of Tennessee,140,1
Encor Solar,These ads ran without a disclaimer,140,1
Peter Franchot,"Friends of Peter Franchot; Tom Gentile, Treasurer",140,7
International Women's Health Coalition,International Women's Health Coalition,140,1
Coalition for Humane Immigrant Rights,Coalition for Humane Immigrant Rights,140,10
Pancreatic Cancer Action Network,Pancreatic Cancer Action Network,140,3
Big Cat Rescue,Big Cat Rescue,140,2
Massachusetts Health Connector,the Massachusetts Health Connector,140,1
National Marine Manufacturers Association,National Marine Manufacturers Association,140,1
Red Symposium,Greg Burright,140,1
Charleston County Democrats,Charleston County Democratic Party,140,1
Conservative Renaissance,Greg Burright,140,1
AARP California,AARP,140,1
Convention of States Iowa,Convention of States Action,140,1
National Trust for Historic Preservation,National Trust for Historic Preservation,140,1
The Kids Union,The Kids Union,140,4
Athlete's Addiction,Athlete's Addiction,140,1
coastalteesfashion,Coastal Tees,140,1
Fix the Debt,Fix the Debt,140,1
Today's Real Talk,Ckezepis,140,3
Empower Mississippi,Empower Mississippi,140,1
LSATMax LSAT Prep,These ads ran without a disclaimer,140,1
All Out,All Out,140,2
REMEDIGAP,Quinn Group LLC,140,2
Everyone Loses with City Prop A,"with regulated funds by Protect Our Future: Voters for a Responsible Ann Arbor | PO Box 3497 Ann Arbor, MI 48106",140,1
Green Earth Tails,Green Earth Tails,140,1
Greg Razer for Missouri,"Razer for Missouri, Matt Dameron, Treasurer",140,2
Wheeler Mission,Wheeler Mission,140,2
Making Every Vote Count,Making Every Vote Count,140,28
Conservative News Today,BizPac Review Inc,140,1
Monterey Bay Aquarium,Monterey Bay Aquarium,140,4
Illinois Coalition for Access to Affordable Medication,Illinois Coalition for Access to Affordable Medication,140,1
New Jersey Conservation Foundation,New Jersey Conservation Foundation,140,3
NextTribe,NextTribe,139,3
Joyce Meyer Ministries,These ads ran without a disclaimer,139,4
Whalesoftheworld,Whales of the World,139,11
Tahoe Living With Fire,Commonwise,139,5
Freedom Action Network of South Carolina,Freedom Action Network of South Carolina,139,7
Forgotten Children Worldwide,Forgotten Children Worldwide,138,8
CVIIC,Central Valley Immigrant Integration Collaborative,138,1
Rising Tide Interactive,Rising Tide Interactive,137,1
Ben Kyle for Mayor of Hubbard,the Committee to Elect Ben Kyle,137,1
"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",137,6
Keith James,Keith James for Mayor,137,1
Live Green Lexington,Lexington-Fayette Urban County Government,137,4
Loyal Conservatives,Loyal Conservatives,136,3
Upwardly Global,Upwardly Global,136,11
Sonya Murray Anderson,"Sonya Murray Anderson For Missouri, Max Murray Jr. Treasurer.",136,6
Grabien,Grabien,136,15
Bring It Home NYS,"Association for Community, Inc.",136,1
Route 66 Marathon,Route 66 Marathon,136,2
Apex Clean Energy,Apex Clean Energy,135,4
Convention of States Utah,Convention of States Action,135,2
Created Equal,Created Equal,135,3
Generation No Kid Hungry,Generation No Kid Hungry,134,2
Huru International,Huru International,134,217
Deaf Bible Society,Deaf Bible Society,134,1
Salvation Army California South,These ads ran without a disclaimer,134,1
Calista Corporation,Calista Corporation,134,1
Hearing Aid Reviews,These ads ran without a disclaimer,134,2
America Eclipsed,"Laurent Colvin, DC",134,4
"The House, Inc.",These ads ran without a disclaimer,134,1
North Carolina Values Coalition,North Carolina Values Coalition,133,3
Nathan Wilson for Georgia House 14,Nathan Wilson For House 14 committee,133,7
Patrio,Patrio App,133,2
Code Blue - Water Security Conflicts and Solutions,Code Blue - Water Security Conflicts and Solutions,133,1
The Carying Place,The Carying Place,133,1
Commune,Commune,133,14
Polar Society,Polar Society,132,14
Moulton Niguel Water District,Moulton Niguel Water District,132,2
Rush System for Health,Rush System for Health,132,4
Jamilah Nasheed,Friends of Jamilah Nasheed,132,3
Offbeat,Topix,132,2
VisionTrust International,VisionTrust,132,4
Larry Elder,"AMAC – The Association of Mature American Citizens, Inc",131,2
"OKC Fraternal Order of Police, Lodge 123","OKC Fraternal Order of Police, Lodge 123",131,2
Ploughshares Fund,Ploughshares Fund,131,4
Communities In Schools,Communities In Schools,131,8
Hugh Hewitt,"AMAC – The Association of Mature American Citizens, Inc",131,2
Send the Lorax to Washington,We Speak for the Trees,131,1
Michael Medved,"AMAC – The Association of Mature American Citizens, Inc",131,2
Southern Republican Leadership Conference - New Orleans,SRLC NOLA - THE Kickoff to 2020,131,2
Washington National Cathedral,Washington National Cathedral,131,2
Mike Gallagher,"AMAC – The Association of Mature American Citizens, Inc",131,2
The Salvation Army New Jersey Division,These ads ran without a disclaimer,131,2
Community United to Protect Theodore Roosevelt Park,Community United to Protect Theodore Roosevelt Park,131,3
Dennis Prager,"AMAC – The Association of Mature American Citizens, Inc",131,2
Progress Texas,Progress Texas,131,3
United Nations Foundation,United Nations Foundation,130,6
Angela Foy for Ozaukee County Judge,Committee to Elect Angela Foy for Ozaukee County Judge,130,1
Freedom of Conscience Defense Fund,Freedom of Conscience Defense Fund,130,1
MarinerEast2,"Sunoco Pipeline, an Energy Transfer Partnership",130,7
Delegate Bob Thomas,Friends of Bob Thomas,130,3
West Virginia Gaming & Racing Association,WV Racing Association,130,5
Chris Stidham for Portage Mayor,Stidham for Portage,130,7
The Wearing Away,Hector Fernando,129,3
Synthisophy,Synthisophy,129,3
Intrepid Fallen Heroes Fund,Intrepid Fallen Heroes Fund,129,4
I'll 2nd That,I'll 2nd That!,129,1
FreedomWorks Foundation,FreedomWorks Foundation,129,3
awake.net,Awake Media,129,6
Justice Forward Virginia,Justice Forward Virginia PAC,128,4
Solar Savings Rocks,SolarArizona,128,3
Rights for Ohio State Victims,Corsiglia McMahon & Allard,128,2
The Association of Zoos and Aquariums,The Association of Zoos and Aquariums,128,4
Facts and Logic about the Middle East,Facts and Logic about the Middle East (FLAME),128,5
Clean Energy Educators,Clean Energy Educators,128,1
Jeff Anderson & Associates,Jeff Anderson & Associates,128,4
Waters Kraus & Paul,Waters Kraus & Paul,128,5
Hilary Franz,Friends of Hilary Franz,128,2
Arrive Utah,Arrive Utah,128,1
A&R Solar,A&R Solar,128,2
Cup Of Joe For A Joe,Cup of Joe for a Joe,128,2
Elizabeth Turner Law Office,Elizabeth Turner Law LLC - The choice of an attorney is important and should not be based solely upon advertisements,127,1
Citizens for a Better Parkville,Citizens for a Better Parkville,127,4
Seguros para Hispanos,Grisel Coromoto Rosario,127,3
Teamsters,International Brotherhood of Teamsters,127,1
Fit2Go Personal Training,These ads ran without a disclaimer,127,1
Baker Precision Planter Works,Baker Precision Planter Works,127,4
Conservative Partnership,Conservative Partnership Institute,127,1
American Health Care Values: Let YOUR Voice Be Heard,Funds from the Department of Public Health Sciences of the Penn State College of Medicine for research purposes. This financial support does not necessarily imply endorsement by the department or institution.,126,2
National Loan Advisors,National Loan Programs,126,2
Flint for Cherokee Nation Tribal Council: District Three,Billy Flint,126,3
That's So Tampa,These ads ran without a disclaimer,126,1
Asa 4 Council,asa4council,126,1
Money And Markets,Money & Markets,126,2
Invisible Institute,the Invisible Institute,125,3
Mayor Gary W. Starr,Citizens with Starr,125,3
Dumps for Trump,Political Faux Paw,125,3
Ameren Missouri,These ads ran without a disclaimer,125,1
Speaker Sara Gideon,Gideon Leadership PAC,125,3
Constellation Political Consulting,Constellation Political,125,4
AZTV,KAZT-TV,125,1
Wilson Center,These ads ran without a disclaimer,124,2
Fight the New Drug,Fight the New Drug,124,3
Jamie Giellis for Mayor,Jamie For Denver,124,11
Wilton Simpson,Jobs for Florida,124,5
Citizens Against Lying Politicians,Citizens Against Lying Politicians,124,2
Commonwealth Club of California,Commonwealth Club of California,123,4
LifeStraw,LifeStraw®,123,84
Apron,Apron,123,1
Omar Navarro,Omar Navarro for Congress,123,10
CAVU,Calm Air Visibility Unlimited. CAVU is a 501(3)c non-profit and does not endorse political candidates for office.,123,4
"City of Auburn, Maine (Official)","The City of Auburn, Maine - 150th Anniversary Celebration!",123,1
Andres Quintero,Andres Quintero for Alum Rock School Board 2018,122,1
Call2Recycle,Call2Recycle,122,6
Numi Organic Tea,Numi Organic Tea,122,3
Earth Guardians,Commonwise,122,21
Hahn Public,Hahn Public,122,1
Battle Born Progress,Battle Born Progress,121,3
Ramadan & Associates,Ramadan & Associates,121,2
Palm Beach Civic Association,Palm Beach Civic Association,121,2
California Health Care Foundation,the California Health Care Foundation,120,3
Save the Boundary Waters,Northeastern Minnesotans for Wilderness,120,7
Seguros Central Florida,Darwin Ontiveros,120,2
"R. Hobbus, JD",Real News Right Now,120,3
Enact Universal Healthcare for California,"Enact Universal Healthcare for CA, Inc.",120,4
Loudoun County Economic Development,Loudoun Economic Development,119,1
Community LINC,Community LINC,119,1
We are mitú,"mitú, Inc.",119,26
NC Conservation Network,NC Conservation Network,119,3
Catalyst Voices,Catalyst,119,1
UNITE HERE Local 30,UNITE HERE Local 30,119,2
Paragon Science Academy,These ads ran without a disclaimer,119,1
Show-Me Institute,the Show-Me Institute,119,1
Texas Values,Texas Values,118,5
White Plastic Is Freedom,C Johnson,118,2
Baptist Health South Florida,These ads ran without a disclaimer,118,1
Libertarianism.org,Cato Institute,118,4
Sierra Club: Rio Grande Chapter,Rio Grande Chapter of the Sierra Club,118,1
Friends of Blackwater,Thomas W. Rodd and Friends of Blackwater,118,4
Marpheen Chann,Marpheen Chann,117,4
Oh Politics,OhPolitics Etsy Store,117,10
Margaret W. Wong & Associates,Margaret W. Wong & Associates,117,25
Committee for Green Foothills,Committee for Green Foothills,117,2
A.G. Howell for District Attorney,Friends of A.G. Howell,116,2
Global Trade Watch,Global Trade Watch,116,2
Flagstaff Family Food Center,Flagstaff Family Food Center: Food Bank and Kitchen,116,4
WITN22Wilm,Wilmington City Council,116,4
Brightside Communications,Brightside Communications,116,6
MN350: Building a Climate Movement in Minnesota,MN350,116,10
JDRF,JDRF International,116,12
National Constitution Center,National Constitution Center,116,2
Rapid Resolution Therapy - Dr. Jon Connelly,The Institute for Rapid Resolution Therapy,116,3
Goodwin For Mayor of Terre Haute,Goodwin for Terre Haute,116,6
Tu Protector Financiero.,Juan Rojas,116,1
Pro-Life Action League,Pro-Life Action League,115,1
MomsRising.org,MomsRising Together,115,3
Wiland Digital Ops,Trust for Public Land,115,8
Trump 2020,Greg Burright,115,1
Orlando Political Observer,Gravis Marketing,115,7
WD Social,These ads ran without a disclaimer,115,16
Our Public Lands,The National Wildlife Federation,115,17
Trump Mugz,Trump Mugzz,114,3
The Revelator,The Revelator News,114,5
GRID Alternatives Mid-Atlantic,GRID Alternatives Mid-Atlantic,114,3
Open Door,Open Door.,114,4
The Law Offices of Jose C. Campos,These ads ran without a disclaimer,114,4
Up-Down Milwaukee,Up-Down,114,4
Russian America TV,мои личные средства в рекламу моей компании,113,12
Law Offices of Andrew C. Dodgen,Law Office of Andrew C. Dodgen,113,2
93.1 JACK FM,Entercom Communications,113,1
GlobalGiving,These ads ran without a disclaimer,113,1
Tony Herbert for Public Advocate,Friends of Tony Herbert,113,3
State Representative Jerry Sexton,"Committee to Elect Jerry Sexton, Terry Winstead Treasurer",112,1
Kelly Educational Staffing,Kelly Educational Staffing,112,4
Patriot Productions,"Patriot Productions, LLC",112,2
REBOOT Combat Recovery,REBOOT Alliance,112,21
Convention of States West Virginia,Convention of States Action,112,1
Quorum,"Quorum Analytics, Inc.",112,16
Amara Enyia,Friends of Amara Enyia,112,5
New Yorker's Family Research Foundation,New Yorker's Family Research Foundation,112,2
Times Union Jobs,Times Union Jobs,112,2
Plastic Oceans,Plastic Oceans International.,111,2
McKnight Foundation,the McKnight Foundation.,111,2
Eric Stamps,Eric Stamps For Virginia,111,3
Retired Judge James L. Kimbler,"James L.Kimbler, P.O. Box 227, Seville, OH 44273",111,2
Convention of States Mississippi,Convention of States Action,111,1
Scamazon,Scamazon,111,14
Institute for Southern Studies,Institute for Southern Studies,111,4
Grow.Wild.NCo,Grow Wild And Co,110,3
Covenant House Texas,Covenant House Texas,110,2
The Shops at Willow Bend,Starwood Retail Partners,110,2
Matthew Pillado PLLC,Matthew Pillado PLLC,110,1
Plan Medico Florida Central,Maria Gabriela Diaz,110,1
Minus 45,Human Agency PAC,110,38
United for LIFE of Northern California,United For Life of Morthern California,110,2
"ART Risk Financial and Insurance Solutions, Inc.",Emprezo,110,2
