Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
The Turnout Project,"the Turnout Project, P.O. Box 34347 Washington, DC 20043",431,1
Jeff Shipley,Jeff Shipley's Committee for Peace & Prosperity,431,8
Steve Schuh,"Citizens to Elect Steve Schuh; Daria Shaw, Treasurer",431,9
Simon Sanchez for CCU,"Simon's Supporters, E. Casil, Treasurer",431,4
Bob Lotane,"Bob Lotane, candidate for City of Tallahassee Commission Seat 5 (non-partisan race)",431,5
Tariffs Hurt the Heartland,Farmers for Free Trade,431,1
A New Direction for Huntington,Huntington Republican Committee,431,6
Stefanie Camille Moon for Judge,"& Approved by Stefanie Camille Moon for Circuit Court Judge- Group 38, Nonpartisan",431,3
Suzanne Oshinsky,"Citizens for Suzanne - Pamela Dehmer, Treasurer",431,10
Texas Gun Rights PAC,Texas Gun Rights PAC,431,4
George Stern for Jeffco Clerk & Recorder,George Stern for Colorado,431,4
Michael Trost Midland City Council At-Large,Michael B. Trost Campaign,430,4
Renae Berg for State Rep 32A,"The Renae Berg for House committee, 510 W 4th St, Rush City MN 55069",430,18
Mansfield Democrats,"Mansfield Democratic Town Committee, Paul Aho, Treasurer",430,12
Eric J. Tarr for WV Senate,the Committee to Elect Eric J. Tarr for WV Senate.,430,7
Zsenia,Zsenia,430,10
Tim McClimon for Iowa HD 97,Iowa House Democrats. Authorized by Tim McClimon.,430,3
Tyson for 13th District County Commissioner,The Committee to Elect Jessica Ann Tyson,430,23
Worden for Mayor of Port Huron,Scott Worden for Mayor Committee,430,2
Unofficial: New Horizons PAC,New Horizons PAC,429,5
John Farney For Champaign County Treasurer,Friends of John Farney,429,2
Douglas County Republican Party,the Douglas County Republican Party,429,2
Edward A. Gravel for State Representative,CTE Ed Gravel,429,4
Parisima Taeb for Florida,Parisima Taeb for Florida,429,5
ILoveKLOVE,Aliados Adelante,429,21
Taxpayers and Residents United for Newport Beach,Taxpayers and Residents of United For Newport Beach #1407487,429,3
Contra Costa Young Democrats,Contra Costa Young Democrats. FPPC #1361702.,429,2
Shelby County Republican Party (Alabama),the Republican Party of Shelby County,429,2
North County Action,North County Action Network,429,5
Matthew Kerner,The Candidate,429,7
Dwayne Christopher for Judge,the Christopher for Judge Committee,428,4
Ed Perlmutter,Perlmutter for Congress,428,9
Cole Riel for Goffstown,"Cole Riel for NH, Fiscal Agent Cole Riel",428,7
Oregonians for Better Government,Oregonians for Better Government,428,6
Frances M. Head,Committee to Elect Fran Head,428,7
ACLU of Southern California,the American Civil Liberties Union of Southern California,428,3
Frank Scavo for PA Senate,Friends of Frank Scavo,428,17
Bottom Line With Boris Epshteyn,Sinclair Broadcast Group,428,7
"Sasha Bentley, D - LD14, Pos 1",Sasha for State,428,11
Consumer Action for a Strong Economy,Consumer Action for a Strong Economy,428,40
"Representative George Dodge, Jr.","the Committee to Re-elect George Dodge, Jr. House District 63, Constance Williams, Treasurer",428,2
Friends of EVIT,Friends of EVIT,428,5
Pete Crotty for Orange County Commission District 3,Pete Crotty for Orange County Commission District 3,428,6
The BL Stories,The Beauty of Life,428,9
Georgia Conservation Voters,Georgia Conservation Voters Action Fund,428,6
Hanu For County Commission,Hanu Karlapalem,427,9
End Party Politics,"End Party Politics, LLC",427,1
Earth Tomorrow,Earth Tomorrow Inc,427,2
Texans for Ryan McConnico,Texans for Ryan McConnico,427,3
Steven McCain,Steve McCain for Sheriff,426,2
Keep Judge Dan Zalla,Friends of Judge Zalla,426,4
Ben Griffin for State Representative,"Ben Griffin, Republican, for Florida House, District 49",426,9
Global Wildlife Conservation,Global Wildlife Conservation,425,7
Political Rascals,"Political Rascals PAC, Inc.",425,3
Citizens for Vincent Hughes,Citizens for Hughes,425,1
Sheriff Cameron,"Citizens for Sheriff Tim Cameron.  Authority: Phil Cranford, Treasurer",425,8
Utah Students For Question 1,Our Schools Now,425,5
Wagner for Irvine,Alliance for Jobs and the Economy. Major funding provided by Friends of Great Park PAC and RHW Holdings LLC.  Not authorized by a candidate or committee controlled by a candidate.,425,1
Martha Santiago for Polk County Commission,"Martha Santiago, Republican Candidate for Polk County Commission, District 4",425,6
Doug Arnold,"Authority: Friends of Doug Arnold, William Arnold, Treasurer",425,10
Keith Franke,"Citizens for Franke, 618 3rd st. St. Paul Park, MN 55071",425,9
VA 11th Congressional District Republicans,11th Congressional District Republican Committee,425,4
A Simple Question,Kinetic Affect,425,6
Ed Gallagher for County Board,Friends of Ed Gallagher,425,4
Lee Chatfield,Lee Chatfield,425,5
Northern Ohioans for Wind,Northern Ohioans for Wind (NOW),425,10
Connecticut Fund for the Environment,Connecticut Fund for the Environment/Save the Sound,425,4
Jeffrey A. Crossman For Ohio,Friends of Jeffrey A. Crossman,425,5
Tistrya for NYS Assembly,Friends of Tistrya Houghtling,424,7
Judge David Thurston for Auburn City Court,The Committee to Elect David Thurston,424,15
Jeff Weninger,Weninger for AZ.,424,5
Our Values,Our Values PAC,424,2
WorldLifestyle,These ads ran without a disclaimer,424,7
Pulso Boricua,"Ned for CT. Richard Smith, Treasurer. Approved by Ned Lamont.",424,2
Markus Winkler for Louisville Metro District 17,the Campaign Fund for Markus Winkler,424,8
Stephen Wooden,"CTE Stephen Wooden, PO Box 3684, Grand Rapids, MI 49501",423,3
Junior State of America,Junior State of America,423,1
Sara Burlingame for WY House 44,Burlingame for House 44,423,8
AARP Rhode Island,AARP Rhode Island,423,2
Bev For Maine State Senate,Bev for Senate,423,3
Leanne Krueger-Braneky,Committee to Elect Leanne Krueger-Braneky,423,5
Andrew J. Ginther,Friends for Ginther,423,8
Drew Pate for MD State Delegate - District 41,"Friends of Drew Pate, Treasurer Theresa Carpenter",422,3
Amy Loudenbeck for Assembly,Amy Loudenbeck For Assembly,422,5
Russell Black for Senate,Black for Senate.,422,4
Pat Burke,Burke for Assembly,422,14
Michigan Realtors,Michigan Realtors®,422,7
"Dylan Logas for Rio Hondo College Board of Trustees 2018, Area 5","Dylan Logas Rio Hondo College Board of Trustees 2018, Committee ID number 1406617",422,14
Brad Brown for MN House,Brad Brown for MN House,422,1
Susan Inman for Secretary of State,Susan Inman for Secretary of State,422,1
Hayden Shamel for Arkansas,Hayden Shamel for Arkansas,422,1
Jason Andrean for DC State Board of Education - Ward 1,"Jason Andrean for School Board, Dorien Blythers, Treasurer. P.O. Box 73221, Washington, DC 20056  A copy of our report is filed with the Director of Campaign Finance of the District of Columbia Board of Elections",422,8
California Rifle and Pistol Association,California Rifle & Pistol Association,421,1
Single Member Districts,"Sarasota Alliance for Fair Elections, Inc.",421,3
Grass Roots North Carolina (GRNC),Grass Roots North Carolina,421,24
Pat Boyd,"Boyd 2018, Tom Sinkewicz, Treasurer, Approved by Pat Boyd",421,4
Pay Up Climate Polluters,the Center for Climate Integrity,421,6
Healthcare Triage,These ads ran without a disclaimer,420,1
Peter MacGregor for State Senate,Peter MacGregor for State Senate,420,3
Rob Rhoderick for State Rep,Friends of Rob Rhoderick,420,13
Carol Bush for Representative House District 70,OKLAHOMANS FOR CAROL BUSH 2018,420,2
Judge Mims for Circuit Court,Committee to Elect Kelly Mims,420,7
Sheet Metal Air Rail and Transportation Workers,International Association of Sheet Metal Air Rail and Transportation Workers,420,6
Kama 4 Council,"Kama4Council PO Box 503 Wailuku Hawaii 96793 and This message was approved by Natalie Tasha Kama Candidate, Maui County Council, Kahului Residency Seat",420,7
Link TV,Link TV,420,2
Mark484,"Mark Gotz, Republican for Florida State House District 84",420,4
Justice For The Exploited,Principal Law Group,419,3
U.S. Air Force Recruiting,the U.S. Air Force,419,2
Karen Cares for New Mexico,"Karen Bash for New Mexico. David Thurlo, Treasurer.",419,4
"Fernandez, Klein, and Meinhardt for Livingston Town Council","the Election Fund of Fernandez, Klein & Meinhardt",419,19
Matt Blumenthal for State Representative,"Matt Blumenthal for State Representative. Jackie Heftman, Treasurer. Approved by Matt Blumenthal.",419,8
Courtney Ruby for Oakland City Auditor,Courtney Ruby for Oakland City Auditor 2018. FPPC ID# 1408075.,419,1
1199 SEIU Florida,1199 SEIU,419,2
Justin Mendes,"Justin Mendes for Assembly 2018, FPPC# 1403354",419,2
Get the Facts on Rachel May,New York State Senate Republican Campaign Committee,419,1
April Kostenski for County Treasurer,Macon County Democratic Central Committee,418,3
St. David's Foundation,St. David's Foundation,418,15
State Representative Trent Ashby,Texans for Trent Ashby,418,2
Daniel Tucker for Chancery Judge District 1,Committee to Elect Daniel Tucker Chancery Judge,418,4
"Marcus Naylor for King County Northeast District Court Judge, Position 1",Naylor for Judge,418,2
BusinessForce,"Business Force PC, 1900 Summit Tower Blvd., Suite 650, Orlando, FL independently of any candidate. This ad was not approved by any candidate.",418,4
Crysta Parkinson,Friends of Crysta Parkinson,418,8
Arthur Ellis.,"Authorized by Elect Arthur Ellis, Rosalind Ellis Treasurer",418,5
David Hale Kentucky State Representative 74th District,David Hale for State Representative,418,2
Julie Brewington - Wicomico County Council At Large,"Friends of Julie Brewington, Susan Warthen, Treasurer",418,9
Cyndi Ralston for Oklahoma House District 12,Friends of Cyndi Ralston 2018,417,3
voteariasnyc,Vote Arias,417,10
Collier County Republicans,Collier County Republican Executive Committee as a Political Advertisement.,417,4
The Palestine Institute for Public Diplomacy,The Palestine Institute for Public Diplomacy,417,83
County Over Party,"Bipartisan Coalition for New Council Leadership PAC | Tom Seip, Treasurer",417,15
Jonathan Wallace for State House District 119,Jonathan Wallace for State House District 119,416,3
Barbara Evans Fleischauer,"Friends of Barbara, Jane Peak Treasurer",416,3
Bob Steiner,"Bob Steiner, Private Citizen",416,5
Doug Ericksen,Doug Ericksen,416,9
San Francisco Deputy Sheriffs' Association,The San Francisco Deputy Sheriffs’ Association Political Action Committee.,416,6
Friends of the North Branch Park & Nature Preserve,Friends of the North Branch Park & Nature Preserve,416,15
Ryan Trundle for Congress,Paid for by People for Ryan Trundle,416,3
Northeastern University,Northeastern University,416,2
Democrats for Marchant,Democrats for Marchant,416,2
Senator Tom McInnis,McInnis for State Senate,416,5
Darryl Sheppard For Sheriff,Shepp4Sheriff Campaign,416,19
"Oakland for Better Choices - No on AA, W & Y","Committee for Better Choices, No on Measure AA, W, and Y.",416,6
FEE,Foundation for Economic Education,416,18
"Jim Butler, Delegate 14th District",Jim Butler for West Virginia,415,8
Bobby Kuppers for NC Senate,the North Carolina Democratic Party and Kuppers for Senate.,415,175
Jessica For Ohio,Friends to Elect Jessica Miranda.,415,1
John McKay for City Council,John McKay for Morgan Hill City Council 2018,415,20
"Cepeda for Trustee, CCSD District D",Friends of Irene Cepeda,414,3
One Chance Illinois Action,One Chance Illinois Action,414,1
Operation Sacred Trust,Purpose Built Families Foundation,414,4
JeffCo Down Ballot,JeffCo Down Ballot,414,2
Ryan Hutchison for Rancho Cucamonga City Council,Hutchison for City Council 2018 #1399873,414,6
Missouri Republican Leadership PAC,Missouri Republican Leadership PAC,414,1
CVIIC,Central Valley Immigrant Integration Collaborative,413,2
CA Votes - LWVC Education Fund,League of Women Voters of California Education Fund,413,96
Keep Judge Bob Hughey,Friends of Judge Bob Hughey,413,1
Kathryn Dodge for AK House,"Alaskans for Dodge POB 74660 Fairbanks, AK 99707",413,22
Larry B Butler,"Butler 2018. Albert Negron, Treasurer. Approved by Larry Butler",413,2
Andrea Harrington,The Harrington for District Attorney Committee,413,10
Tim Schaffer for State Representative,Tim Schaffer for State Representative,413,5
G.I. Jobs Magazine,G.I. Jobs Magazine,412,13
Chip Roy,Chip Roy for Congress,412,5
Vote Lauren Lareau,Friends of Lauren Lareau,412,3
National Democratic Redistricting Committee,the National Democratic Redistricting Committee,412,9
BreakPoint,The Colson Center,412,4
Vote Amber Selman-Lynn,Vote Amber Selman-Lynn,412,35
Senator Jeff Woodburn,Woodburn for Senate,412,6
Corinna Contreras for Vista City Council 2018,Corinna Contreras for Vista City Council 2018 FPPC #1401233,412,6
Bill Helmich for Soil and Water Conservation District 4,"Bill Helmich, non-partisan, for Leon County Soil and water conservation district.",411,2
Tom Ellis - Happy Valley City Council President,Friends of Tom Ellis,411,5
McHenry YES,McHenry District 156 Vote Yes for Lower Taxes and Better Schools,411,25
Maine Votes,"the Gideon Leadership PAC, 37 South Freeport Road, Freeport, ME 04032. Not paid for or authorized by any candidate.",410,4
Coalition for a Safe Secure America- Montana,CSSA Montana,410,12
"Jay Obernolte, our Assemblyman",Jay Obernolte for Assembly 2018 #1392884,410,3
Councilmember Andrew Coolidge,Coolidge City Council 2018 FPPC#1362012,410,30
Brooklyn Park Residents for Parks,Brooklyn Park Residents for Parks,410,1
Afscme for Lamont,"American Federation of State, County & Municipal Employees. This message was made independently of any candidate or political part. Additional information about AFSCME may be found on Connecticut State Elections Enforcement Commission.",410,2
King's Raid,These ads ran without a disclaimer,410,7
Michael Regan for Petaluma City Council 2018,Michael Regan for Petaluma City Council 2018 - Campaign ID #1406661,410,4
Jim Lilly,Friends of Jim Lilly - PO Box 147 Macatawa MI 49434,409,1
South Carolina Department of Education,SC Department of Education,409,1
Henry Holt,Henry Holt and Company,409,8
BuzzVote,BuzzVote LLC,409,1
New Mexico House Democratic Campaign Committee,"NM HDCC, Alyssa Mitchell, Treasurer",409,6
Katz For Texas,Katz For Texas,409,9
Sheryl For South Dakota,Sheryl for South Dakota,409,4
Neighbors for a Safer Charleston PAC,Neighbors for A Safer Charleston PAC. Not authorized by any candidate or candidate committee.,408,2
Lindsay Parkhurst,Citizens for Parkhurst,408,7
Thomas Massie for Congress,Thomas Massie for Congress,408,2
Elect Christine Moore to the Orange County Commission District 2,Political Advertisement Paid for & Approved by Christine Moore,408,2
Chad Smith for Chancery Court Judge,the committee to elect Chad Smith for chancery judge,408,6
Michigan League of Conservation Voters,Michigan League of Conservation Voters,408,5
Stop The State Water Grab,Coalition To Stop The State Water Grab,408,4
Gary Emineth,"Emineth for North Dakota, Andrea Toman, Treasurer",408,15
Matt Stone,and authorized by Matt Stone for State Senate,408,5
Scott Felton for McLennan County Judge,Scott Felton Campaign for County Judge.,408,2
Tate Reeves,Friends of Tate Reeves for Mississippi,408,2
Norman Orrall for State Representative,Committee to Elect Norman Orrall,408,5
Petar For Ward 3,"Petar Dimtchev for Ward 3 PO BOX 5753, Washington, DC 20016. Dan Kirner, Treasurer. A copy of our report is filed with director of campaign finance of The District of Columbia Board of Elections.",408,5
RenoElections.org,Stronghold Institute,408,2
Steve Riddell for Texas House District 92,Steve Riddell for Texas \92,408,5
Representative Denise Tepler,Representative Denise Tepler.,407,3
JoeyRios,JOEY RIOS,407,7
Starry for Sheriff,Dan Starry Committee to Elect For Sheriff,407,15
Ringling For Carpinteria,Ringling for City Council 2018,407,16
Russell Best for Governor,Russell Best 4 Governor,407,3
Elect Jesse Atondo Lamont School Board,Jesse Atondo -Lamont School Board,407,7
Pflugerville Residents for Responsible Taxation,Pflugerville Residents for Responsible Taxation,407,3
National Veteran Programs,National Veteran Programs,407,6
Vote For Tyler,"Vote for Tyler, PO Box 1982, Everett, WA 98206",407,1
The Nature Conservancy in Rhode Island,The Nature Conservancy in Rhode Island,406,3
Kate Trudell for TN House District 16,"Friends of Kate Trudell. James Gurley, Treasurer.",406,4
