Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Open Primaries Maine,Open Primaries Maine,≤100,3
Goodwin For Mayor of Terre Haute,Goodwin for Terre Haute,≤100,3
Defend Our Constitution,Defend Our Constitution,≤100,8
Ford for Chicago,Friends of Ford for Chicago,≤100,15
PIX 11,New York's Very Own PIX11 News,≤100,1
"Keep America Great, TRUMP 2020",JAAR LEGACY HOLDINGS,≤100,2
Conservation Colorado,Conservation Colorado,≤100,2
The Energy Co-op,The Energy Co-op,≤100,6
Spectrum News Buffalo,Spectrum News,≤100,1
Tanya Hasbrouck for Chancery Court Judge Seat 2,Friends of Tanya Hasbrouck for Chancery Court Judge,≤100,2
"Vericool, Inc.",Vericool Inc,≤100,2
Goodnight Trump,"Little, Brown and Company",≤100,1
Franciscan Missions,Franciscan Missions,≤100,7
Save the Soldiers Home,Save the Soldiers Home,≤100,12
CHAPublicWorks,City of Chattanooga Public Works,≤100,3
LuminAID,These ads ran without a disclaimer,≤100,1
Maggie's List,"Maggie's List, a Political Action Committee",≤100,1
Security is Strength PAC,Security is Strength PAC,≤100,1
Nate Irvin,Rural Progress PAC,≤100,1
Mayor Jim Fiorentini,Citizens for Fiorentini,≤100,9
Competitive Enterprise Institute,the Competitive Enterprise Institute,≤100,2
National Immigration Forum,The National Immigration Forum,≤100,1
Oklahoma Second Amendment Association,Oklahoma Second Amendment Association,≤100,2
CNY Fertility,CNY Fertility,≤100,2
Point Source Youth,Point Source Youth,≤100,5
GOAL Advocacy,GOAL Advocacy,≤100,3
Illinois Right to Life Action,Illinois Right to Life Action,≤100,1
We Are Child Care Illinois,SEIU Healthcare Illinois & Indiana,≤100,4
"Jeremy LaCombe for State Representative, Dist. 18",Jeremy LaCombe for State Representative,≤100,3
Big Sky Headlines,BigSkyHeadlines,≤100,1
Shelton Grp,Shelton Group,≤100,5
Clean Rivers and Streams,Watershed Group,≤100,1
Well Aware,Well Aware,≤100,3
OAF Nation,"OAF Nation, Inc",≤100,17
The Independence Fund,The Independence Fund,≤100,1
OC District Attorney Tony,The Orange County District Attorney's Office (OCDA),≤100,2
Rx Assistance Programs 123,Rx Assistance 123,≤100,4
Pixel Humor,"Pixel Humor, LLC.",≤100,4
The Charlie Daniels Band,The Charlie Daniels Band,≤100,3
Travel Ban: Make America Laugh Again,These ads ran without a disclaimer,≤100,1
Dan Bongino,Dan Bongino,≤100,3
Schwartz & Schwartz,Benjamin A. Schwartz,≤100,2
International Realty & Investments,International Realty And Investments,≤100,4
Lindsay James for Iowa House,Friends of Lindsay James,≤100,2
National Conversation Project,Listen First Project,≤100,10
United Way of Greater New Haven,United Way of Greater New Haven,≤100,24
Mermaid Pillow Co,These ads ran without a disclaimer,≤100,2
Fresno Police Chaplaincy,The Fresno Police Chaplaincy,≤100,6
Government House - US Virgin Islands,Government House,≤100,1
Free the People,Free the People,≤100,2
Political Storm,"Political Storm, a  political discussion site and Jon SaltzmanPublisher",≤100,7
Voter Choice Massachusetts,Voter Choice MA,≤100,5
Cystic Fibrosis Foundation,Cystic Fibrosis Foundation,≤100,4
IDEMs for DEMocrats,iDEMs LLC,≤100,3
Meals on Wheels America,These ads ran without a disclaimer,≤100,5
Holt International,Holt International,≤100,4
The National Memo,The National Memo,≤100,10
Uri L'Tzedek,Uri L'Tzedek,≤100,1
Save San Onofre Park,Save San Onofre Coalition,≤100,1
Yahoo,These ads ran without a disclaimer,≤100,1
Molekule,These ads ran without a disclaimer,≤100,10
"City of Cookeville TN - Ricky Shelton, Mayor",Better Cookeville,≤100,2
OHorizons,OHorizons Foundation,≤100,5
Texas Pride,These ads ran without a disclaimer,≤100,1
Union Patriots,Union Patriots,≤100,9
Copyright Alliance,the Copyright Alliance,≤100,2
Peter A Brown Jr.,PBG Solutions LLC,≤100,7
Mayor P.J. Connelly,Citizens to Elect P.J. Connelly,≤100,2
Idaho DLCC,IDLCC,≤100,1
Southeast Texas Record,The Record,≤100,7
Culver City - Local Government,City of Culver City,≤100,1
The Prosper Group,The Prosper Group,≤100,6
Miss Eaves,Miss Eaves,≤100,10
Healthcare Supply Chain Association,Healthcare Supply Chain Association,≤100,2
Citizens Against Foreign Interference,Citizens Against Foreign Interference,≤100,1
Scott Anslum For Sheriff,Scott Anslum Campaign Fund,≤100,1
Statz Agency,Statz Agency,≤100,6
Greater Pittsburgh Community Food Bank,Greater Pittsburgh Community Food Bank,≤100,1
Ami Horowitz,Ami Horowitz,≤100,8
WalkAway Campaign,"Walk Away Campaign, LLC",≤100,1
Leigh Roberts,"Just me, Leigh Roberts. No organization or party sponsor.",≤100,1
Virginia Constitutional Conservatives,Virginia Constitutional Conservatives,≤100,2
Unite the People,"We the People Org, Inc.",≤100,2
Civic Shout,Civic Shout,≤100,3
Leaders of a Beautiful Struggle,Leaders of a Beautiful Struggle,≤100,3
FreedomWorks Foundation,FreedomWorks Foundation,≤100,2
Waters Kraus & Paul,Waters Kraus & Paul,≤100,3
Anybody seen my slippers ?,Anybody Seen My Slippers ?,≤100,4
"Townsend, Gebhardt & Eppes, PLLC","Townsend, Gebhardt & Eppes, PLLC.",≤100,7
"Plea for a change, the Michael Bell shooting",The family of Michael E. Bell,≤100,1
Family Insurance Benefits,Family Insurance Benefits,≤100,1
Agnook,Ag Nook LLC,≤100,8
Lifestyle Shop For Men,"Williams Dynasty Group, LLC",≤100,1
Kentucky Farm Bureau,Kentucky Farm Bureau Federation,≤100,3
Civic Builders Inc.,Civic Builders,≤100,10
32BJ SEIU,32BJ SEIU,≤100,3
Stephen Lytle for Tampa City Council,Stephen Lytle for Tampa City Council,≤100,2
Senator Rob Standridge,Senator Rob Standridge,≤100,2
Cam Ward,Committee to Elect Cam Ward,≤100,4
Overt Shirts,Overt Shirts,≤100,1
Climate Facts,The Years Project,≤100,11
Altaray,These ads ran without a disclaimer,≤100,6
Vish for City Council District 6,Vish Viswanath City Council District 6,≤100,10
A Safer Eugene & Lane Co. - Oregon,A Safer Eugene & Lane County,≤100,3
National Center for Public Policy Research,the National Center for Public Policy Research,≤100,3
Brianna Wu,Brianna Wu for Congress,≤100,5
Heidi Tsuneyoshi Hawaii,Friends of Heidi Tsuneyoshi - P.O. Box 4176 Honolulu HI 96812,≤100,1
Adirondack Council,Adirondack Council,≤100,3
Wave Hearing Aids,BeyondBasic10,≤100,4
National Justice for Our Neighbors,National Justice for Our Neighbors,≤100,2
We-Are-PMP,We-Are-PMP: Phenomenal Management Partners,≤100,2
Summerfield Apartment Homes,Danielle Mills,≤100,2
Justin Brock,JUSTIN BROCK,≤100,1
Arkansas Advocates for Children and Families,Arkansas Advocates for Children and Families,≤100,5
Rev. Mark Creech,Mark H Creech,≤100,1
BigGame Forever,Big Game Forever,≤100,1
Pick 'n Save,These ads ran without a disclaimer,≤100,1
The Bowery Mission,The Bowery Mission,≤100,8
"ART Risk Financial and Insurance Solutions, Inc.",Emprezo,≤100,1
Andrew Wilkow/The Wilkow Majority,Wilkow!,≤100,5
Campaign for the California Desert,Wilderness NOW,≤100,6
"Prodos Counseling, LLC",Prodos Counseling,≤100,1
Advance Natchitoches,Advance Natchitoches,≤100,4
"Peter Aguilera for Alderman, Aurora's 1st Ward","Citizens for Peter Aguilera - For Alderman, Aurora's First Ward",≤100,4
Targetpro Inc.,Targetpro Inc.,≤100,1
The Wearing Away,Hector Fernando,≤100,3
faireway,faireway,≤100,1
Children of Conservation,Children of Conservation,≤100,6
New Women New Yorkers,New Women New Yorkers,≤100,1
ACLU of Texas,The ACLU of Texas,≤100,1
Wayne"Coach" Williams For School Board,The Campaign to Elect  Wayne " Coach" Williams School Board District #14,≤100,7
Laura Cox for MRP Chair,Laura Cox for MRP Chair,≤100,1
Anil Beephan,Councilman AJ Beephan,≤100,11
Better Care for Iowa,Better Care for Iowa,≤100,4
"The Lesbian, Gay, Bisexual & Transgender Community Center","The Lesbian, Gay, Bisexual & Transgender Community Center",≤100,3
Michigan Association of State Universities,The Michigan Association of State Universities,≤100,8
"Affordable Health Insurance Agency, LLC","Affordable Health Insurance Agency, LLC",≤100,6
Cleveland School of Cannabis,Cleveland School of Cannabis,≤100,4
Sam Nation,The Sam Nation Radio Show,≤100,2
Nick Lacke Art,Nick Lacke,≤100,1
Homeownership For All,"Homeownership for All, Inc",≤100,5
faithit,FaithIt,≤100,1
Channel 955,United Way of Southeast Michigan,≤100,1
First Circuit District Attorney's Office - John Weddle,John Weddle for District Attorney,≤100,1
Manhattan Institute for Policy Research,Manhattan Institute,≤100,1
Addicted to Golf,Addicted to Golf,≤100,124
Vibrant Fox,Vibrant Fox,≤100,3
Diáspora en Resistencia,These ads ran without a disclaimer,≤100,1
Sonia for City Council,Sonia Gutierrez Campaign Account,≤100,6
Jefferson County Sheriff's Office,Jefferson Country Sheriff's Office,≤100,2
Raja for Congress,Friends of Raja for Congress. Approved by Raja Krishnamoorthi.,≤100,1
FL Blue Farms,These ads ran without a disclaimer,≤100,2
Orlando Business Journal,These ads ran without a disclaimer,≤100,2
Kirk Lepine for Parish President,The Kirk Lepine Campaign Fund,≤100,4
GeneTestNow,Gene Test Now,≤100,1
Count Me In,#CountMeIn,≤100,1
Tom's Allies,Tom's Allies Non-Profit Organization,≤100,6
Milken Educator Awards,the Milken Family Foundation,≤100,2
Ayo and Iken,The Law Firm of Ayo & Iken,≤100,3
Cards Against Republicans,Cards Against Republicans,≤100,16
Northeast Charter Schools Network,Northeast Charter Schools Network,≤100,6
I Love Crazy Deals,"Green Straw, LLC",≤100,7
Agayindependent,AGayIndependent,≤100,5
Silver Empire,Silver Empire Publishing,≤100,5
Klean Kanteen,Klean Kanteen,≤100,1
Untied Status Marin Crops,"Marin Crops, Inc",≤100,1
Republican Main Street Partnership,Republican Main Street Partnership. RMSP.org.,≤100,1
Parag Khanna,Parag Khanna,≤100,3
BioSpace,BioSpace,≤100,6
The Market Urbanism Report,The Market Urbanism Report,≤100,7
Make Idaho Better,Make Idaho Better,≤100,2
Northeast Ohio Progressives,Medina County Progressives,≤100,5
Border Youth Tennis Exchange,Border Youth Tennis Exchange,≤100,7
Dream Hollywood,These ads ran without a disclaimer,≤100,8
Veena Lothe,Veena Lothe for Virginia,≤100,6
Wonderland of the Americas,Wonderland of the Americas,≤100,2
Opportunity Scholarship Fund,Opportunity Scholarship Fund,≤100,1
Gregorio Kilili Camacho Sablan,Kilili Sablan,≤100,3
NO4GroceryTax,No4GroceryTax,≤100,6
NextTribe,NextTribe,≤100,2
Sustainable Alliance,Sustainable Alliance,≤100,1
JTA News,70 Faces Media,≤100,2
Engage Iowa,Engage Iowa,≤100,3
Addabbo and Greenberg Queens Law firm,"Todd Greenberg, Esq.",≤100,2
Bottlepops USA,Bottlepops USA,≤100,2
John Lorenzo for Rostraver TWP Commissioner,Friends of John Lorenzo,≤100,4
Ald. Edward M. Burke - 14th Ward,Friends of Edward M. Burke,≤100,4
Jim Hood For Governor,Friends of Jim Hood,≤100,1
Franke Kitchen,These ads ran without a disclaimer,≤100,1
Peter McLaughlin,"Paid and Prepared by Friends of Peter McLaughlin  3425 Sixteenth Ave S, Mpls, MN 55407",≤100,1
PlayCleanGo: Stop Invasive Species In Your Tracks,Minnesota Department of Natural Resources,≤100,1
Musa-Obregon Law PC,Michael Musa-Obregón,≤100,4
Boston Public Library,Boston Public Library,≤100,4
Environmental Voter Project,Environmental Voter Project,≤100,1
Bayonne Center for Progress,Bayonne Center for Progress,≤100,2
President Evil,President Evil Feature Film,≤100,2
Ora Organic,Ora Organic,≤100,56
Mary's Place,These ads ran without a disclaimer,≤100,1
Washington State Department of Licensing,Washington State Department of Licensing,≤100,1
Brewster Residents for Small Business,Adam Higgins,≤100,2
Maine Center for Economic Policy,Maine Center for Economic Policy,≤100,5
Anvil Customs Leather,These ads ran without a disclaimer,≤100,1
McGuireWoods Consulting,McGuireWoods Consulting LLC,≤100,3
Adam Gray for Assembly,Paid for by: Gray for Assembly 2018 FPPC ID# 1392612,≤100,2
I Believe In Heroes,Hero Support HQ,≤100,1
Refugee Sunday,Refugee Sunday,≤100,2
Cultivate Culinary School & Catering,Cultivate,≤100,6
Stand With Rhino Workers,The International Alliance of Theatrical Stage Employees,≤100,1
Healthy Me PA,The Hospital & Healthsystem Association of Pennsylvania,≤100,1
John Zerwas,Friends of John Zerwas,≤100,1
Avaaz,Avaaz,≤100,1
Trump Trash,"D.L. Free, Melbourne, FL",≤100,1
John Raymond for State Representative District #90,Friends of John Raymond,≤100,3
Experience Matters with Drew Berquist,CRTV LLC,≤100,16
The Better World Campaign,The Better World Campaign,≤100,7
Bottom Line With Boris Epshteyn,Sinclair Broadcast Group,≤100,5
The Waterbury Observer,The Waterbury Observer,≤100,3
Laboratory to Combat Human Trafficking,Laboratory to Combat Human Trafficking,≤100,2
AAPI Progressive Action,AAPI Progressive Action,≤100,25
960 The Patriot,Salem Media Group,≤100,4
"City of Aurora, IL, Government",City of Aurora,≤100,2
97.9 WJLB,Advertising Partners of iHeartMedia,≤100,2
Westminster John Knox Press,WJK Press and Flyaway Books,≤100,2
RevBilly & Stop Shopping Choir,The Church of Stop Shopping,≤100,4
ACTA - American Council of Trustees and Alumni,ACTA - American Council of Trustees and Alumni,≤100,2
Devex,Devex,≤100,1
Syrian Community Network,These ads ran without a disclaimer,≤100,1
Oklahoma Association of REALTORS®,Oklahoma Association of REALTORS®,≤100,3
Children Now,Children Now,≤100,1
Jim Overton for Tax Collector,"Paid by Jim Overton, Republican, for Duval County Tax Collector",≤100,1
MN350: Building a Climate Movement in Minnesota,MN350,≤100,4
Pioneer Institute for Public Policy Research,Pioneer Institute,≤100,2
Carolyn Dupont for KY Senate,Carolyn Dupont for KY Senate,≤100,1
Sludge,"Sludge Media, Inc.",≤100,4
AFPM,EMpower By AFPM,≤100,1
Askov Finlayson,Askov Finlayson,≤100,139
RightFit Medicare Store,Tommy Charles Foust LLC,≤100,3
Elect Carol Jones Russell for County and Youth Court Judge Forrest County,The Committee to Elect Carol Jones Russell,≤100,7
A+ Schools,A+ Schools,≤100,2
Legal Newsline,The Record,≤100,4
Alderman Roberto Maldonado,Citizens for Maldonado,≤100,9
Andrew Proctor for Ward 5 Alderman,Citizens for Andrew Proctor,≤100,3
Pennsylvania Record,The Record,≤100,3
Exclusive Apparel,The Dude's Designs,≤100,39
Catholic Extension,Catholic Extension,≤100,4
Brad Boles,Brad Boles 2018,≤100,2
Libertarian Country,Libertarian Country,≤100,4
OZY After Dark,OZY Media,≤100,15
Mayor Gary W. Starr,Citizens with Starr,≤100,1
The Comedy Works,The Make Comedy Great Again Tour,≤100,4
Primate Jiu Jitsu,Primate Jiu Jitsu,≤100,1
A Simpler Time,A Simpler Time,≤100,1
Educators for Excellence,Educators for Excellence,≤100,3
Let Them Live,Nathan Berning,≤100,7
Public Works,These ads ran without a disclaimer,≤100,2
King's Raid,These ads ran without a disclaimer,≤100,3
Senior Enrollment Center,SEC INC,≤100,1
FogHorn,Fog Horn Reports,≤100,14
Fine USA,Fine Usa,≤100,7
The Village Reporter,The Village Reporter,≤100,49
Patriots Stand Together,Patriot Journal,≤100,1
King Donald Khrump / A Parallel Universe,Brian Hill,≤100,1
Kentucky Voices for Health,Kentucky Voices for Health,≤100,3
Treacy Levine Center,Treacy Levine Center,≤100,1
Councilmember Marqueece Harris-Dawson,Paid for by the City of Los Angeles.,≤100,1
Colorado Fiscal Institute,Colorado Fiscal Institute,≤100,1
Indiana/Kentucky/Ohio Regional Council of Carpenters,Indiana Kentucky Ohio Regional Council of Carpenters,≤100,1
KIPP NYC,KIPP NYC - a 501(c)(3) nonprofit organization.  EIN 20-3971209.,≤100,1
Mic,These ads ran without a disclaimer,≤100,1
Brad Perry,Brad Perry for Texas,≤100,1
Metrus Energy,Metrus Energy,≤100,2
Gastineau for Ward Mayor,Gastineau for Mayor Committee,≤100,1
EquityWise,EquityWise Home Loans,≤100,2
Search Conservative,Search Conservative,≤100,3
