Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
JVP-Las Vegas,"Seth Morrison, Coordinator, JVP Las Vegas",105,1
Alfred A. Knopf,Alfred A. Knopf,105,4
The Dave DeGroot Law Firm,The Dave DeGroot Law Firm,105,16
PSEA - PA State Education Association,PA State Education Association (PSEA),104,1
15 at Walmart,the Organization United for Respect at Walmart (OUR Walmart),104,1
MN350: Building a Climate Movement in Minnesota,MN350,104,7
93.1 JACK FM,Entercom Communications,104,1
Hindu American Foundation,Hindu American Foundation,104,2
Wyoming Migration Initiative,Wyoming Migration Initiative,104,7
Lorena Perez McGill,Lorena For Texas House District 15-- Lou Barron Treasurer,104,1
Virginia Constitutional Conservatives,Virginia Constitutional Conservatives,104,2
CSWD,Chittenden Solid Waste District,103,3
Jane Nelson,Friends of Senator Jane Nelson,103,4
Washington's Working Forests,Washington Forest Protection Association,103,2
BETO For President T Shirt,Charaka Dharmagunaratne,103,1
Jeff Anderson & Associates,Jeff Anderson & Associates,103,4
Save the Boundary Waters,Northeastern Minnesotans for Wilderness,103,6
Idaho Freedom Foundation,Idaho Freedom,103,1
Dogwood Alliance,Dogwood Alliance,102,6
Greater Milwaukee Foundation,Greater Milwaukee Foundation,102,1
Eric Genrich for Green Bay,Friends of Eric Genrich,102,1
Mesa Verde Foundation,Mesa Verde Foundation,102,3
John Huot for Minnesota House,Huot For House,102,2
ONE Community,ONE Community,102,3
Lauren Arthur,Committee to Elect Lauren Arthur,102,4
Minnesota Bio-Fuels Association,Minnesota Bio-Fuels Association,102,1
New England Clean Energy Connect,New England Clean Energy Connect,102,1
A New Leaf,A New Leaf,102,1
Michigan Legislative Consultants,Michigan Legislative Consultants,102,4
Roberto Prats,This page is only to promote the image of the possible candidacy for the government of Roberto Prats Palerm.  Any other use must be reported.  This page complies with all the Electoral Laws of Puerto Rico and the United States.,102,12
Lake Pepin Legacy Alliance,Lake Pepin Legacy Alliance,102,3
Solar Savings Rocks,SolarArizona,101,2
Red Panda Network,Red Panda Network,101,5
Tameka Gaines Holly for City Council District 8,Tameka Gaines Holly for City Council District 8,101,2
Wild Blueberries,Wild Blueberries,101,3
Lion of the Senate Book,David Nexon,101,2
Convention of States Utah,Convention of States Action,101,1
Community United to Protect Theodore Roosevelt Park,Community United to Protect Theodore Roosevelt Park,≤100,1
Prism Health,Cascade AIDS Project,≤100,12
Rianne Hawkins,Friends of Rianne Hawkins,≤100,1
Unalienable,the Unalienable podcast,≤100,1
Keystone Progress,Keystone Progress. Not affiliated with any candidate or candidate's campaign committees.,≤100,1
Message,Tim D'Annunzio,≤100,1
Councilmember Joe Buscaino,Joe Buscaino Council Office,≤100,1
Lawyers for Good Government,Lawyers for Good Government Foundation,≤100,1
Portfolio Books,Portfolio Books,≤100,1
Steve Roberts State Representative,"Roberts for St. Louis, Celeste Metcalf, Treasurer",≤100,1
Representative Mike McKell,Mike McKell for Utah House,≤100,1
Dream Centers,Dream Centers,≤100,2
The Real News Network,The Real News Network,≤100,1
I Vaccinate,the Franny Strong Foundation and Michigan Department of Health & Human Services,≤100,1
The Calguns Foundation,The Calguns Foundation,≤100,1
1380AM & 105.3FM The Answer,Salem Media,≤100,1
WSECU,Washington State Employees Credit Union,≤100,2
"South Palafox Group, LLC",South Palafox Group,≤100,1
Heartland Workers Center,Heartland Workers Center,≤100,2
Carbon Recall SEMO,Carbon Recall SEMO,≤100,3
Proud Americans Supply Brand,Proud Americans Supply,≤100,1
Alamar Cosmetics,Alamar Cosmetics,≤100,2
Brandon Sample,Attorney Brandon Sample,≤100,2
Pittsburgh Lesbian Correspondents,SueCat Social Media,≤100,4
Indiana Electric Cooperatives,Indiana Electric Cooperative Association,≤100,5
Roger Gaylord,Roger Gaylord III,≤100,3
WORLD Channel,WORLD Channel,≤100,1
"Immigration Law Offices of Hadley Bajramovic, PC",Immigration Law Offices of Hadley Bajramovic,≤100,1
Sparkt,Sparkt,≤100,1
Vermont Fish & Wildlife,VT Fish & Wildlife,≤100,1
"Law Office of Michael D.J. Eisenberg, Attorney and Counselor at Law",Law Office of Michael D.J. Eisenberg,≤100,6
Seth for NF,Piccirillo for Niagara Falls,≤100,1
Expect More Arizona,Expect More Arizona,≤100,3
National Network of Abortion Funds,the National Network of Abortion Funds,≤100,3
International Christian Centers for the Deaf (ICCD),International Christian Centers for the Deaf,≤100,4
NaperChange,NaperChange,≤100,2
Democratic Association of Secretaries of State,"the Democratic Association of Secretaries of State, 777 S Figueroa Street Suite 4050 Los Angeles, CA 90017, Not authorized by any candidate or candidate’s committee. Nellie Gorbea, Treasurer, is a registered agent of Democratic Association of Secretaries of State.",≤100,1
"Cavanaughs Tax Service, LLC","Cavanaughs Tax Service, LLC",≤100,1
David Messineo - WASD Director Candidate,David Messineo,≤100,5
National Notary Association,National Notary Association,≤100,3
Archangel Ancient Tree Archive,Archangel Ancient Tree Archive,≤100,4
"Solar Energy Solutions, LLC",Solar Energy Solutions LLC,≤100,3
Austin Firefighters Association,Austin Firefighters Association PAC,≤100,1
CBD! - Historic Downtown Miami,Terrell N. Fritz,≤100,10
SAIC,Andrew Steger on behalf of SAIC,≤100,2
Matthew's Crossing Food Bank,Matthew's Crossing,≤100,3
Mercatus Center at George Mason University,The Mercatus Center at George Mason University,≤100,15
Wines for Humanity,Wines for Humanity,≤100,1
Liberty Justice Center,Liberty Justice Center,≤100,2
Felix Cardona Jr for 31st Ward Alderman,Citizens to Elect Felix Cardona Jr,≤100,3
Joe Gruters,Joe Gruters for RPOF Chairman,≤100,14
Wilton Simpson,Jobs for Florida,≤100,2
No Meadowlands Power Plant,Joseph Basralian,≤100,3
Johns Hopkins Medicine,These ads ran without a disclaimer,≤100,1
National Center for Public Policy Research,the National Center for Public Policy Research,≤100,3
Crisp and Associates Military Law,Crisp and Associates Military Law,≤100,1
Ours To Change Mississippi,Ours to Change,≤100,3
With Good Reason Radio,Virginia Humanities,≤100,1
Elizabeth Turner Law Office,Elizabeth Turner Law LLC - The choice of an attorney is important and should not be based solely upon advertisements,≤100,1
Eric Garcetti,"Democratic Victory Fund, 777 S. Figueroa Street | Suite 4050 | Los Angeles Ca 90017. Not Authorized By Any Candidate Or Candidate's Committee.",≤100,1
Battle Born Progress,Battle Born Progress,≤100,3
Marine Resources Council,Marine Resources Council,≤100,4
Kristina Cook for Denver County GOP Chair,Kristina Cook,≤100,3
The Salvation Army of Greater Baton Rouge,The Salvation Army of Greater Baton Rouge,≤100,3
CASA of South Central Kentucky,CASA of SouthCentral Kentucky,≤100,1
Parish of Caddo,Parish of Caddo,≤100,1
The Prosper Group,The Prosper Group,≤100,4
MarinerEast2,"Sunoco Pipeline, an Energy Transfer Partnership",≤100,3
Education Post,"Education Post, a nonpartisan nonprofit that amplifies the voices of parents, teachers and students advocating for high-quality public schools for every child in the U.S.",≤100,5
Texas Home School Coalition (THSC),Texas Home School Coalition,≤100,2
New York Civil Liberties Union - NYCLU,New York Civl Liberties Union - NYCLU,≤100,2
"Home Base, a Red Sox Foundation and Massachusetts General Hospital Program","Home Base, a Red Sox Foundation & Massachusetts General Hospital Program",≤100,1
Myrtle Beach FYI,MB FYI,≤100,2
Patch of Heaven,David Fleeman,≤100,3
MRC Latino,Media Research Center,≤100,2
Wolf-PAC,"Wolf PAC. This message was authorized by Wolf PAC, 6230 Wilshire Blvd Suite 140, Los Angeles, CA 90048, David Koller, Treasurer. This message has not been authorized or approved by any candidate, candidate's committee, or ballot issue committee.",≤100,4
Patriot Productions,"Patriot Productions, LLC",≤100,1
Hoosier Environmental Council,Hoosier Environmental Council,≤100,6
Native Plant Conservation Campaign,Native Plant Conservation Campaign,≤100,5
HISD Parent Advocates,Ben Becker,≤100,2
Lucky Pierre Los Angeles,Lucky Pierre Los Angeles,≤100,4
Oklahoma Second Amendment Association,Oklahoma Second Amendment Association,≤100,3
Southern Republican Leadership Conference - New Orleans,SRLC NOLA - THE Kickoff to 2020,≤100,2
Cleveland Zoological Society,Cleveland Zoological Society,≤100,1
Better World Bio,Better World Bio LLC,≤100,2
Harbor Branch Oceanographic Institute Foundation,Harbor Branch Oceanographic Institute Foundation,≤100,1
Trump Groped America,Russia Russia Inc,≤100,3
Pet Partners,Pet Partners,≤100,2
The Institute for Agriculture and Trade Policy,The Institute for Agriculture and Trade Policy,≤100,2
Alameda County Community Food Bank,Alameda County Community Food Bank,≤100,8
United Food Bank,United Food Bank,≤100,2
GeneTestNow,Gene Test Now,≤100,2
The Arc Pikes Peak Region,The Arc Pikes Peak Region,≤100,1
Climate Facts,The Years Project,≤100,9
Fresno Police Chaplaincy,The Fresno Police Chaplaincy,≤100,6
The Holdsworth Center,The Holdsworth Center,≤100,2
Drive Smart Nebraska,Nebraska Department of Health and Human Services,≤100,1
Beach Blanket Babylon,Beach Blanket Babylon,≤100,3
Climate Reality Project DFW,Anthony Perri,≤100,4
Eric Mitchell Media,Eric Mitchell Media,≤100,23
Idaho Conservatives,Idaho Conservatives,≤100,2
A.G. Howell for District Attorney,Friends of A.G. Howell,≤100,3
The Bowery Mission,The Bowery Mission,≤100,10
Nicholas Begich,Nicholas Begich,≤100,1
Dan Caulkins Illinois State Representative Elect,Committe to Elect Dan Caulkins,≤100,2
ArtProfileratx,"ArtProfiler, Austin's Premiere Online Cultural Magazine",≤100,6
Steel City Solar,Steel City Solar,≤100,1
Golden Harvest Food Bank,Golden Harvest Food Bank,≤100,9
Lindy Li,Lindy Li,≤100,3
Nassau County Democratic Committee,Nassau County Democratic Committee,≤100,1
Valley Dog Rescue Network,Nancy Mooney,≤100,1
Convention of States Nebraska,Convention of States Action,≤100,2
ACE Glass Recycling,ACE Glass,≤100,2
"Jaime M. Andrade, Jr. - IL 40th District State Representative",FRIENDS OF JAIME M ANDRADE JR,≤100,1
Intrepid Fallen Heroes Fund,Intrepid Fallen Heroes Fund,≤100,6
Democratic Coalition Against Trump,The Democratic Coalition,≤100,6
Dorothy Brown for Mayor,Friends of Dorothy Brown,≤100,5
Faithful America,Faithful America,≤100,2
Empire Control Room & Garage,Heard Presents,≤100,2
Eric Stamps For Virginia,Eric Stamps for Virginia,≤100,1
GRID Alternatives Mid-Atlantic,GRID Alternatives Mid-Atlantic,≤100,2
TisBest Philanthropy,These ads ran without a disclaimer,≤100,2
FREOPP,"The Foundation for Research on Equal Opportunity - a non-partisan, non-profit policy organization.",≤100,2
Zach Klein,Klein Committee,≤100,4
Friends of Blackwater,Thomas W. Rodd and Friends of Blackwater,≤100,2
Witness Quest,Darrin Berg,≤100,2
TFP Student Action,TFP Student Action,≤100,3
Re- Elect U.S. Congressman Vicente Gonzalez,Vicente Gonzalez for Congress Committee,≤100,4
POZ Magazine,"POZ Magazine, a Smart + Strong publication",≤100,1
Acessa Health,Acessa Health,≤100,15
Covenant House Texas,Covenant House Texas,≤100,2
Live Life Here,Ocala Marion County Chamber & Economic Partnership,≤100,1
The Salvation Army Memphis,The Salvation Army Memphis,≤100,3
Southern Alliance for Clean Energy,Southern Alliance for Clean Energy.,≤100,1
Convention of States West Virginia,Convention of States Action,≤100,1
VisionTrust International,VisionTrust,≤100,4
William Calloway,Friends for William Calloway,≤100,5
Julie Parrish for Oregon District 37,Friends of Julie Parrish,≤100,3
Govenor Williams -Sandy Sansing used car superstore,GOVENOR WILLIAMS,≤100,1
Second Harvest Heartland,Second Harvest Heartland,≤100,2
Convention of States Michigan,Convention of States Action,≤100,1
Aquarium of the Bay,Aquarium of the Bay,≤100,1
Children's Health Defense,World Mercury Project,≤100,3
Palm Free Council,Palm Free Council,≤100,12
John Muir Project of Earth Island Institute,John Muir Project,≤100,16
Gregorio Kilili Camacho Sablan,Kilili Sablan,≤100,4
Storm Water Hawaii,The Hawaii Department of Transportation,≤100,12
Jewish Journal,The Jewish Journal/Tribe Media,≤100,2
Ford Ridge Wind,Ford Ridge Wind,≤100,67
WITN22Wilm,Wilmington City Council,≤100,3
Save San Onofre Park,Save San Onofre Coalition,≤100,1
Convention of States Mississippi,Convention of States Action,≤100,1
The Bear Flag Revolt,The Bear Flag Revolt,≤100,2
Andrew Wilkow/The Wilkow Majority,Wilkow!,≤100,2
Rick Renner,These ads ran without a disclaimer,≤100,1
The GOD'S CHILD Project,God's Child Project,≤100,2
Stand Against Stuff We Don't Like,"families of Ross Valley (San Anselmo and Fairfax, CA)",≤100,10
Amigo Energy,Just Energy Group Inc.,≤100,8
ILoveKLOVE,These ads ran without a disclaimer,≤100,2
Texas Charter Schools Association,Texas Charter Schools Association,≤100,14
American Transportation & Driver Benefits Center,American Tranportation and Driver Benefits Center,≤100,4
Free the People,Free the People,≤100,2
Ax The Bev Tax,the PA Food Merchants Association and American Beverage Association,≤100,8
The Human Race Campaign,The Human Race Campaign,≤100,1
Flint for Cherokee Nation Tribal Council: District Three,Billy Flint,≤100,4
ACN - Aid to the Church in Need,These ads ran without a disclaimer,≤100,4
Right Scan Right Time,The Medical Imaging & Technology Alliance,≤100,1
Resources Legacy Fund,Resources Legacy Fund,≤100,1
Civic Builders Inc.,Civic Builders,≤100,13
Eden Reforestation Projects,Chronicle Project,≤100,4
Rice Divorce Team - Dedicated to Solving Family Law Issues,Larry Rice of the Rice Divorce Team,≤100,2
Women’s March St. Johns,Women's March St. Johns,≤100,5
Trump - the Opera,Roger Rudenstein,≤100,1
Michael Medved,These ads ran without a disclaimer,≤100,1
Michigan Association of State Universities,The Michigan Association of State Universities,≤100,2
Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance,≤100,1
Route 66 Marathon,smtulsa,≤100,1
Epimonia,Epimonia,≤100,3
USED CAR Superstore,GOVENOR WILLIAMS,≤100,1
Christian Solidarity International - USA,Christian Solidarity International - USA,≤100,1
Manna Food Center,Manna Food Center,≤100,1
The Deep State News blog,Jefferson Morley,≤100,3
Massachusetts Education Justice Alliance,MEJA,≤100,3
Pierce County,Pierce County Department of Communications,≤100,2
Free Charles Erickson,#Free Charles Erickson - #Bring Charlie Home!,≤100,8
Friends of KOP Rail,Friends of KOP Rail,≤100,1
Ramadan & Associates,Ramadan & Associates,≤100,1
Elect Joshua Marsh,Committee To Elect Joshua Marsh,≤100,2
SWEY,SWEY,≤100,1
Animal Legal Defense Fund,Animal Legal Defense Fund,≤100,1
DTN/The Progressive Farmer,DTN/The Progressive Farmer.,≤100,2
Seguros de Salud  en Florida para Hispanos,David F Suarez,≤100,2
Dow Constantine,Friends of Dow Constantine,≤100,1
Ploughshares Fund,Ploughshares Fund,≤100,3
"District Council 37, AFSCME",DC37 AFSCME,≤100,4
Volunteers of America Colorado,These ads ran without a disclaimer,≤100,1
Kathy Martin for Wayne County DA,Friends of Kathy Martin,≤100,3
The Salvation Army of Northern New England,These ads ran without a disclaimer,≤100,3
I Am A Proud Veteran,Motuss Media,≤100,1
Eric Stamps,Eric Stamps For Virginia,≤100,4
The Art of Dispute,The "Art of Dispute",≤100,8
Rob Ortt for State Senate,Ortt for State Senate,≤100,2
Epic Reads,HarperCollins Publishers L.L.C.,≤100,1
iACT,iACT,≤100,3
A Wider Bridge,A Wider Bridge,≤100,6
