Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Fallon For Texas,Fallon for Texas,205,3
American Friends of Magen David Adom,American Friends of Magen David Adom,205,43
Tennessee Wild,Wilderness NOW,205,3
AFPM,EMpower By AFPM,204,1
Hispolitica,Diverse New Media,204,1
Maine Forward,Maine Center for Economic Policy.,203,7
Utahns For Conservation,ACES Companies,203,2
The Prosper Group,The Prosper Group,203,6
GLSEN,"GLSEN, working towards LGBTQ-inclusive K-12 schools.",203,7
Choosing Wisely Rhode Island,Rhode Island Business Group on Health,202,1
PCCC - BoldProgressives.org,the Progressive Change Campaign Committee PAC and not authorized by any candidate or candidate's committee. Contributions to the PCCC are not deductible as charitable contributions for federal income tax purposes.,202,6
Spectrum News Buffalo,Spectrum News,202,2
Voter Choice Massachusetts,Voter Choice MA,201,14
Conservation Law Foundation,Conservation Law Foundation,201,14
Friends of The University,Friends of The University PAC,200,1
Michael McCaul for Texas,"McCaul for Congress, Inc.",200,1
Vote Gary Black,Gary Black for Agriculture Commissioner,200,1
Freethink,Freethink Media,200,11
PRJKT RUBY,PRJKT RUBY,200,10
David Alvarez,David Alvarez,200,6
KSVotes.org,"Blueprint Kansas, Inc.",200,1
CPD Action,The Center for Popular Democracy Action,200,1
Brad Meltzer,Brad's Publishers,200,1
PlayCleanGo,Minnesota Department of Natural Resources,200,3
The California Endowment,The California Endowment,200,1
One Earth,One Earth,200,10
Center For American Progress Action Fund,Center for American Progress Action Fund,200,1
Planned Parenthood Gulf Coast,Planned Parenthood Gulf Coast,200,1
"Pete von Reichbauer, King County Councilmember.",King County Councilmember Pete von Reichbauer,200,1
Nicor Gas,Nicor Gas,200,1
The Nazarene Fund,The Nazarene Fund,200,2
Friends of KOP Rail,Friends of KOP Rail,200,1
David Straz for Mayor,"David Straz for Mayor, Non-Partisan",200,5
If Americans Knew,"If Americans Knew, a nonpartisan, nonprofit American think tank that provides information on Israel-Palestine and related subjects. Since the US gives Israel over $10 million per day, we feel it is essential that Americans learn the facts on this issue, especially information largely omitted from US news reports.",200,1
Experience Magazine,Experience Magazine,200,2
Stand for Children - Tennessee,"Stand for Children, Inc.",199,1
Relevant Seminars,Relevant Seminars,199,3
SeeClickFix,SeeClickFix,199,3
Citizens Against Government Waste,Citizens Against Government Waste,199,2
Greater Baton Rouge Industry Alliance (GBRIA),the Greater Baton Rouge Industry Alliance,199,3
FAMM,Families Against Mandatory Minimums,198,4
Southern Utah Wilderness Alliance,Southern Utah Wilderness Alliance,198,2
Tradepoint Atlantic,Tradepoint Atlantic,198,2
The Christian Left,The Christian Left,198,3
Pursuit,"Pursuit, a non-partisan, non-profit organization",198,9
Utah Food Bank,These ads ran without a disclaimer,198,5
Greg Palast,Greg Palast,197,9
Live Nation Concerts,Live Nation Concerts,197,9
Sand Cloud,Sand Cloud,197,139
No Quarry in Cross Hollows,No Rock Quarry in Cross Hollows,197,2
Richard Harris for Mayor,Richard Harris for Mayor,196,6
Texas Monthly,Frost,196,1
ProgressVA,Progress Virginia,196,3
John Nickelson for City Council,the Committee to Elect John Nickelson,196,5
Unite the People,"We the People Org, Inc.",196,2
FEE,Foundation for Economic Education,196,14
Jack Jablonski BEL13VE in Miracles Foundation,Bel13ve in Miracles Foundation,195,5
Minus 45,Human Agency PAC,195,39
Online Health Exchange,Eric Boutin,195,6
Handup,South Oakland Shelter (SOS),194,2
Illinois Family Action,Illinois Family Action,194,1
Peter Franchot,"Friends of Peter Franchot; Tom Gentile, Treasurer",194,3
Physicians for a National Health Program-Missouri,Physicians for a National Health Program - MO Chapter,193,4
The Bad Seed,Adam Kidron,193,4
OZY World,OZY Media,193,50
Howard Brown Health,Howard Brown Health,192,9
Keep Judge Joseph Sclafani,The Committee to Elect Judge Joseph Sclafani,192,1
Global Hope Network International,Global Hope Network International,191,13
Waistted,waisTTed,191,3
Dan Losquadro,Friends of Dan Losquadro,191,3
The John F. Kennedy Center for the Performing Arts,These ads ran without a disclaimer,191,18
Abood Law Firm,These ads ran without a disclaimer,190,1
President Evil,President Evil Feature Film,190,8
Easy Health Solutions Florida,Easy Health Solutions Florida,190,5
El Paso Obamacare and Medicare Plans,BYGA Healthcare Insurance,190,5
PL+US,PL+US: Paid Leave for the United States,190,2
KIPP NYC,KIPP NYC - a 501(c)(3) nonprofit organization.  EIN 20-3971209.,189,3
Democrats,DCCC,189,21
Our Children's Trust,Our Children's Trust,189,3
The Identity Tampa Bay,The Identity Tampa Bay,189,4
Family First Immigration,FAMILY FIRST IMMIGRATION LLC,189,7
"Red, White, and F You: Unapologetically Patriotic","Red, White and F You",189,3
I Want Change,Aizics Mint,188,6
Xclusive Solar,XclusiveSolar,187,13
CA Charter Schools Association,California Charter Schools Association,187,35
Congresswoman Debbie Lesko,The Office of Congresswoman Debbie Lesko,187,1
Michelle Malkin Investigates,CRTV,187,4
International Union of Painters and Allied Trades,International Union of Painters and Allied Trades,187,2
Alliance for Patient Access,Alliance for Patient Access,186,6
Right to Life of Southwest Indiana,Right to Life of Southwest Indiana,185,3
Oregon Education Association,Oregon Education Association,185,1
Virginia House of Delegates Republican Caucus,"the House Republican Campaign Committee, Inc.",184,4
Hugh Hewitt,Citizens for Truth in Drug Pricing,183,2
Larry Elder,Citizens for Truth in Drug Pricing,183,2
Mike Gallagher,Citizens for Truth in Drug Pricing,183,2
The Nation Magazine,The Nation,182,4
Feeding Westchester,Feeding Westchester,182,2
Michael Medved,Citizens for Truth in Drug Pricing,182,2
Civic Shout,Civic Shout,182,2
Rockland Farm Alliance,Rockland Farm Alliance and Cropsey Community Farm,181,2
Tracy Mitrano for Congress,Friends of Tracy Mitrano Committee,181,3
Spiceology,These ads ran without a disclaimer,181,3
Pennsylvania Cable Network (PCN),PCN (Pennsylvania Cable Network),180,2
Jason Asbill for Harahan Council,Committee to Elect Jason Asbill,180,2
Mississippi Center for Public Policy,Mississippi Center for Public Policy,180,15
Life Choices Clinic,Supporters of Life Choices Clinic,180,5
Bee's Wrap,These ads ran without a disclaimer,180,1
Congressman Jody Hice,the Office of Rep. Jody Hice,180,3
Holiday Is Coming,These ads ran without a disclaimer,180,1
Insurance Florida,JENY RIOBUENO,180,1
Leidy South,Leidy South,179,4
Prostatis Group,"Advisory services offered through Prostatis Group, LLC, a Registered Investment Advisor. Securities offered through TCM Securities Inc., Member FINRA/SIPC. Insurance offered through licensed professionals at Prostatis Group, LLC.",179,6
The Elephant Pants,These ads ran without a disclaimer,179,3
America Magazine - The Jesuit Review,America Press Inc.,179,18
Lori Lightfoot,Lightfoot for Chicago,179,2
Tahoe Living With Fire,Commonwise,178,18
Ringer for Results,Ringer for Results,178,6
Aiken Health Insurance,Aiken Health Insurance,178,4
ConservativeOpinion.com,Jordan B. Rickards,177,5
President Trump Fans,President Trump Fans Page,177,12
My America,My America,177,4
Baaz US,Baaz,176,3
Faith & Freedom Coalition of Georgia,The Faith and Freedom Coalition of Georgia,176,3
The Better World Campaign,The Better World Campaign,176,7
NYSUT - A Union of Professionals,New York State United Teachers,175,13
Ann O'Malley Shake,Ann O'Malley Shake,175,3
Republican Party of SJCNM,Republican Party of San Juan County NM,175,6
The Sharper Image,These ads ran without a disclaimer,175,4
The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",175,1
Sunset Solar,Sunset Solar,175,3
Buckeye Firearms Association,Buckeye Firearms Association,175,1
Ours To Change Mississippi,Ours to Change,175,1
Marilyn Wiles For AZ State Senate - District 10 - Rep.,COMMITTEE TO ELECT MARILYN WILES,175,1
Michael John Gray,Michael John Gray for State Representative,175,1
FOX13 Memphis,FOX13 Memphis,175,1
Tax Free Insider,Tax Free Insider,175,1
The Monte Scoop,Susan C Montemorano,175,12
"Immigration Law Offices of Hadley Bajramovic, PC",Immigration Law Offices of Hadley Bajramovic,175,2
Hahn Public,Hahn Public,175,1
JeffCo Metro Area Crime Center,Jefferson County Metro Area Crime Center,175,1
Nick Palmisciano,"Ranger Up, LLC.",174,2
Nevadans Together for Health Access,The Children's Advocacy Alliance,174,3
Deadline Detroit,Deadline Detroit,174,9
Center for American Progress,the Center for American Progress,174,1
Todd Gloria,Todd Gloria for Assembly 2018,174,3
International Women's Health Coalition,International Women's Health Coalition,173,3
Modern Print Artwork,Modern Print Artwork,173,7
Heidi Tsuneyoshi Hawaii,Friends of Heidi Tsuneyoshi - P.O. Box 4176 Honolulu HI 96812,173,2
Torigian Law,Law Offices of Marcus A. Torigian,173,2
Pennsylvania Medical Society,Pennsylvania Medical Society,173,7
Neighborhood Sun,Neighborhood Sun,173,2
Emerald Coast Weight Loss,These ads ran without a disclaimer,173,1
Stop Telemarketing Texts,Stop Telemarketing Calls,173,1
Food City,Food City,172,2
Better Care for Ohio,Better Care for Ohio,172,4
Antonio O. Garza,These ads ran without a disclaimer,172,2
coastalteesfashion,Coastal Tees,171,4
Daniel Webster for Congress,Daniel Webster for Congress,171,14
Elder Services of the Merrimack Valley,an ACL Grant No. 90MP0226,170,1
Schools for Chiapas / Escuelas para Chiapas,Schools for Chiapas,170,3
Wesley Bell - for St. Louis County Prosecutor,"Friends of Wesley Bell, Stephanie Hughes, Treasurer",170,2
Lindsey Must Go,"LMG PAC, not authorized by any candidate or candidate's committee.",170,4
Mental Health Association of San Francisco,Mental Health Association of San Francisco,170,2
Frank Luntz,Frank Luntz,170,3
The Hunger Project,The Hunger Project,170,3
Ring,These ads ran without a disclaimer,169,1
"Mothers Against Police Brutality, Inc.","Mothers Against Police Brutality, Inc.",169,15
CultureMap Dallas,CultureMap Dallas,168,7
Jesus "Chuy" Dominguez,"Jesus ""Chuy"" Dominguez Campaign, Miguel A. Flores, Treasurer",168,3
Protect Coyote Valley,Protect Coyote Valley,168,1
PredictIt,"PredictIt is a political prediction market, a stock market for politics. A project of Victoria University of Wellington, PredictIt has been established to research the way markets can forecast future events. Our job is to study the wisdom of the crowd, yours is to use your skill and knowledge to get ahead.",168,4
Seguros de salud central florida,Alfredo Ramirez,168,2
Sussex Goes Purple,Sussex County Health Coalition,167,4
Bank Investment Consultant,SourceMedia,167,32
Protect the Voice of Shareholders,Protect the Voice of Shareholders,167,8
Homeownership For All,"Homeownership for All, Inc",167,5
Savehoot,Savehoot,167,10
American Salt Gear,American Salt,167,1
Project Bread,Project Bread,167,5
"Brad Tennison for Chancery Court Judge, District 1",the Committee to elect Brad Tennison Chancery Judge,167,4
Michigan Legislative Consultants,Michigan Legislative Consultants,167,7
UNITE HERE Local 30,UNITE HERE Local 30,166,2
Rubicon Programs,"Rubicon Programs, Inc.",166,6
Mainers for Clean Energy Jobs,Mainers for Clean Energy Jobs,166,1
Health Care Workers Rising MA,Healthcare Workers Rising Massachusetts,165,3
Jay for Mississippi,Jay for Mississippi,165,9
Vision Blue,Vision Blue,165,4
Intentionally Vicarious,Todd Youngblood,165,4
American Heart Association - Mississippi,American Heart Association,164,2
Equal Rights For Whites,Equal Rights for Whites,164,14
Kim Bost for NC House,Kim Bost for NC House,164,1
Department of Arkansas Heritage,Department of Arkansas Heritage,164,1
Tara Energy,Just Energy Group Inc.,163,32
The Market Urbanism Report,The Market Urbanism Report,163,11
Healthcare Supply Chain Association,Healthcare Supply Chain Association,163,6
Deaf Bible Society,Deaf Bible Society,163,4
Greater Pittsburgh Community Food Bank,Greater Pittsburgh Community Food Bank,163,1
Paul Heroux,Citizens for Paul Heroux,162,2
SmartWealth Workshops,SmartWealth Workshops,162,1
Sadie Gardner for Circuit Judge,Committee to Elect Sadie Gardner Circuit Judge,162,2
State of Safety,State of Safety,162,2
Rebuild for Peace,These ads ran without a disclaimer,162,2
St Charles GOP,St. Charles County Republican Central Committee,161,1
Real Science Store,These ads ran without a disclaimer,160,15
Council Member Rachelle Arizmendi,Arizmendi for City Council 2018,160,4
Senior Connection Center,Senior Connection Center,160,3
Vote Gerard McDonald for Melville F.D. Commissioner,Ashlie McDonald,159,1
Show-Me Institute,the Show-Me Institute,159,2
National Coalition for Public School Options,National Coalition for Public School Options,159,1
Americans for Prosperity - Utah,Americans for Prosperity,159,5
TruLakes by truocean,TruOcean,159,4
Sam Carpenter - Make Oregon Great Again,Friends of Sam Carpenter,159,2
Children of Conservation,Children of Conservation,159,10
Madison/St. Clair Record,The Record,159,5
SEIU Nevada,SEIU Nevada Local 1107,159,9
Campaign for the California Desert,Wilderness NOW,158,6
APAW,"True Science Holdings, LLC.",158,2
National Kidney Foundation,National Kidney Foundation,158,4
Abogados de Inmigración y Derecho Penal USA,Juan Carlos Monteza.,158,3
Democratic Association of Secretaries of State,"the Democratic Association of Secretaries of State, 777 S Figueroa Street Suite 4050 Los Angeles, CA 90017, Not authorized by any candidate or candidate’s committee. Nellie Gorbea, Treasurer, is a registered agent of Democratic Association of Secretaries of State.",158,3
AARP Michigan,AARP Michigan,158,3
iFunny,These ads ran without a disclaimer,158,1
Roaming Millennial Uncensored,CRTV,158,4
EquityWise,EquityWise Home Loans,158,2
MHAction.org,MHAction,158,18
21 Threads,Drive Marketer Inc.,157,3
Combined Federal Campaign of the National Capital Area-CFCNCA,the Combined Federal Campaign of the National Capital Area,157,12
Gitchi Adventure Goods,Gitchi Adventure Goods,157,3
Grow.Wild.NCo,Grow Wild And Co,156,1
Impeach Trump Run,Impeach Trump Run,156,9
National Religious Campaign Against Torture,National Religious Campaign Against Torture,155,3
Great Public Schools for US,Great Public Schools for US,155,9
Global Trade Watch,Global Trade Watch,155,3
The Answer San Diego FM 96.1 AM 1170,Salem Media,155,1
Klean Kanteen,Klean Kanteen,154,1
Phoenix Dream Center,City Help Inc of Phoenix dba Phoenix Dream Center,154,9
Seattle Parks Foundation,Seattle Parks Foundation,154,7
Charles Payne W Street,Charles Payne W Street,154,7
Clean Energy Jobs Ohio,Clean Energy Jobs Ohio,154,5
Western Environmental Law Center,Western Environmental Law Center,153,2
Anthem Medicaid,"© 2005 - 2018 copyright of Anthem Insurance Companies, Inc. Serving Colorado, Connecticut, Georgia, Indiana, Kentucky, Maine, Missouri (excluding 30 counties in the Kansas City area), Nevada, New Hampshire, Ohio, Virginia (excluding the Northern Virginia suburbs of Washington, D.C.), and Wisconsin.",153,2
"Zion Oil and Gas, Inc.",Zion Oil & Gas,153,1
Senator Michael F.Q. San Nicolas,Michael F.Q. San Nicolas For Congress,153,3
First Primary Care,First Primary Care,153,2
SchoolsRule Marin,SchoolsRule,153,44
Austin Baidas for 44th Ward Alderman,Friends of Austin Baidas,153,4
Enbridge Line 3,Enbridge Line 3,153,6
Seattle Symphony,Seattle Symphony,152,1
Heartland Cannabis Lawyers - Wright Lindsey Jennings,Heartland Cannabis Lawyers - Wright Lindsey Jennings' multi-disciplinary team of attorneys working to advise our clients on the diverse range of issues raised by emerging medical marijuana programs.,152,6
