Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Citizens Against Foreign Interference,Citizens Against Foreign Interference,108,1
Protect 30,Hawthorne Gardening Co.,107,2
Feed the Children,Feed the Children,107,8
OZY World,OZY Media,107,12
TMD Enterprises,TMD Enterprises,107,3
Neponset River Watershed Association,Neponset River Watershed Association,107,1
The Balance of Power,jorgea hernando,107,1
Andy Beshear,Beshear/Coleman 2019,106,2
Myrtle Beach FYI,MB FYI,106,2
Gitchi Adventure Goods,Gitchi Adventure Goods,106,2
Minnesota Bio-Fuels Association,Minnesota Bio-Fuels Association,105,2
Eileen Dordek for Alderman 47th Ward,Friends of Eileen J. Dordek,105,3
Invisible People,Invisible People,105,16
John Nickelson for City Council,the Committee to Elect John Nickelson,105,4
Idaho Freedom Foundation,Idaho Freedom,105,1
Dining for Women,Dining For Women organization.,105,1
Indiana Electric Cooperatives,Indiana Electric Cooperative Association,105,5
Seniors Speak NE,Nebraska Health Care Association and LeadingAge Nebraska,105,1
Kennett Democrats,"Kennett Area Democrats, Dale LaBar, Treasurer",104,7
Food Bank of Central New York,Food Bank of Central New York,104,1
Michael McCaul for Texas,"McCaul for Congress, Inc.",104,1
Yes We Coupon,Yes We Coupon,104,1
Iowa Rural Power,Iowa Association of Electric Cooperatives,104,5
National Marine Manufacturers Association,National Marine Manufacturers Association,104,1
The Mackinac Center for Public Policy,The Mackinac Center for Public Policy,104,8
Society of Critical Care Medicine (SCCM),the Society of Critical Care Medicine,104,1
POWER HOME SOLAR,These ads ran without a disclaimer,103,2
Rapid Resolution Therapy - Dr. Jon Connelly,The Institute for Rapid Resolution Therapy,103,2
The Bowery Mission,The Bowery Mission,103,7
Toxics Action Center,Toxics Action Center,103,9
Charleston County Republican Party,The Charleston County Republican Party,103,14
Lorena Perez McGill,Lorena For Texas House District 15-- Lou Barron Treasurer,103,1
iAmerica Action,SEIU on behalf of iAmerica Action,103,1
Law Offices of Andrew C. Dodgen,Law Office of Andrew C. Dodgen,102,2
HealthCareWithoutHarm,Health Care Without Harm,102,1
Houston Relief Hub,South Texas Advocacy Group,102,4
David Ibarra for Mayor,Ibarra for Mayor,102,3
A Step Ahead Chattanooga,A Step Ahead Chattanooga,102,5
Client First Insurance Solutions,"Client First Insurance Solutions, LLC",102,1
Care2,These ads ran without a disclaimer,102,5
Chattanooga Mayor's Council for Women,Mayor's Council for Women,101,1
"Heck Off, Commie","Heck Off, Commie!",101,2
Joseph L. Covell Independent Insurance Broker Doitformeinsurance.com,Joseph Covell,101,9
Fund The Wall,American Border Foundation,101,2
We Stand For Energy,Edison Electric Institute,101,2
Familia: Trans Queer Liberation Movement,Familia TQLM,≤100,3
Eddie J. Mauro,Mauro,≤100,1
Mayor Laura Hill,Laura Hill,≤100,1
Center for Rural Affairs,Center for Rural Affairs,≤100,2
Wisconsin for Public Lands,Wisconsin for Public Lands,≤100,1
Cook County Record,The Record,≤100,1
Winter the Dolphin,Clearwater Marine Aquarium,≤100,1
Sarah Mills for Austin Community College,Sarah Mills for ACC,≤100,1
Dropps,"Dropps (Cot'n Wash, Inc.)",≤100,1
UltraViolet,UltraViolet,≤100,1
Arkansas Good Roads,Arkansas Good Roads Foundation,≤100,4
Lynn McBee for Mayor,the Lynn McBee Campaign.,≤100,1
Tobias Read,Friends of Tobias Read,≤100,1
Clean Water Action Minnesota,Clean Water Action/Clean Water Fund,≤100,2
Kanawha County Federation of Democratic Women,Kanawha County Federation of Democratic Women,≤100,1
"College of Education, Sacramento State",Sacramento State College of Education,≤100,1
National Wildlife Federation Action Fund,National Wildlife Federation Action Fund,≤100,1
American Heart Association: You're the Cure,American Heart Association,≤100,1
BigGame Forever,Big Game Forever,≤100,1
Human Rights First,Human Rights First,≤100,1
IJC - International Joint Commission,International Joint Commission,≤100,2
Answer Chicago,John Beacham,≤100,1
Storm Warriors International,Storm Warriors International,≤100,1
Independent Institute,Independent Institute,≤100,4
90.9 KCBI FM,"First Dallas Media, INC",≤100,2
New Energy Now PA,New Energy Now PA,≤100,10
Latino Community Fund of Washington State,Latino Community Fund,≤100,1
Eric Cantu for City Council District 3,MCS Campaign Ads,≤100,1
McGuireWoods Consulting,McGuireWoods Consulting LLC,≤100,2
Harbor Branch Oceanographic Institute Foundation,Harbor Branch Oceanographic Institute Foundation,≤100,1
Feminists Choosing Life of New York,Feminists Choosing Life of New York,≤100,1
AHA Illinois,American Heart Association,≤100,1
American Heart Association - Minnesota,American Heart Association,≤100,1
American Renewal Project,American Renewal Project,≤100,1
SiriusXM Entertainment,SiriusXM,≤100,1
Lance Wallnau,As One America,≤100,1
American Heart Association Chicago,American Heart Association,≤100,1
Hirsh Singh,Singh for Jersey,≤100,2
American Heart Association Iowa,American Heart Association,≤100,1
Fred Akshar,Fred Akshar For Our Future,≤100,8
Dr. Bronner's,Dr. Bronner's,≤100,1
American Heart Association - Indiana,American Heart Association,≤100,1
New Yorkers for Justice,Dan Quart,≤100,1
Girls Inc.,Girls Inc.,≤100,1
American Heart Association - Kansas,American Heart Association,≤100,1
American Heart Association – Detroit,American Heart Association,≤100,1
St. Louis Record,The Record,≤100,2
American Heart Association - Missouri,American Heart Association,≤100,1
National Association for Gun Rights,National Association for Gun Rights,≤100,1
Wu for West Covina,Tony Wu,≤100,3
2020 Front Runner,"Greg Enos, Webster, Texas (A proud U.S. citizen)",≤100,1
Voices for Healthy Kids,Voices for Healthy Kids,≤100,2
American Heart Association - Michigan,American Heart Association,≤100,1
757 Pipeline Safety Coalition,757 Pipeline Safety Coalition,≤100,1
Climate Generation: A Will Steger Legacy,Climate Generation: A Will Steger Legacy,≤100,1
South Asians for America,AAPI Progressive Action,≤100,2
Spectrum News Central New York/ Northern NY,Spectrum News,≤100,3
ArtProfileratx,"ArtProfiler, Austin's Premiere Online Cultural Magazine",≤100,6
Rights for Ohio State Victims,Corsiglia McMahon & Allard,≤100,1
21 Threads,Drive Marketer Inc.,≤100,2
Johnson & Biscone,Johnson & Biscone,≤100,1
Progress Iowa,Progress Iowa,≤100,3
Facts and Logic about the Middle East,Facts and Logic about the Middle East (FLAME),≤100,5
CBS Partners,CBS Interactive,≤100,2
EDF Health,Environmental Defense Fund,≤100,1
AFSCME Council 25,AFSCME Council 25,≤100,1
"Upgrade, Inc.",These ads ran without a disclaimer,≤100,2
Homes For Our Troops,Homes For Our Troops,≤100,8
Assemblymember Tim Grayson,Tim Grayson for Assembly 2018,≤100,2
"Megan Ellyia Green, for President of the Board of Aldermen","Megan Green for St. Louis, Danny Gladden Treasurer",≤100,7
Waters Kraus & Paul,Waters Kraus & Paul,≤100,2
Baird,Baird,≤100,2
Rep. Tom O'Halleran,the Office of Congressman Tom O'Halleran,≤100,4
Schwartz & Schwartz,Benjamin A. Schwartz,≤100,1
Mr. Colion Noir (@MrColionNoir),Colion Noir,≤100,6
Keep Abortion Safe,Keep Abortion Safe,≤100,2
Your Obamacare Quote .com,"Fiorella Insurance Agency, Inc.",≤100,3
Democratic Party of Oregon,"the Democratic Party of Oregon • 232 NE 9th Ave, Portland, OR 97232 • Not authorized by any candidate or candidate's committee.",≤100,3
Pivot Bio,Pivot Bio,≤100,2
46th Ward Democrats,46th Ward Democrats,≤100,1
NPR's Latino USA,NPR's Latino USA,≤100,3
Children's Law Center of Washington,"Children's Law Center of Washington, PS",≤100,2
Seguros de Salud  en Florida para Hispanos,David F Suarez,≤100,1
Seguros de Salud Central Florida,Maria Jesus Rios Sepulveda,≤100,1
Ellerbe Creek Watershed Association,Ellerbe Creek Watershed Association,≤100,3
We Can Solve This,The Years Project,≤100,18
Ringer for Results,Ringer for Results,≤100,3
Boffo Books,Boffo Books,≤100,4
Bread for the World,Bread for the World,≤100,2
Virtual Strides,Virtual Strides,≤100,1
Pillars Fund,Pillars Fund,≤100,4
Democratic Senatorial Campaign Committee (DSCC),the DSCC,≤100,12
Climate Facts,The Years Project,≤100,18
Trade Builds America,Americans for Prosperity,≤100,2
100 Percent Deplorables,100 Percent Deplorables,≤100,7
Electric Nation: Powered By Wind,Wind Energy Foundation,≤100,5
JAX Chamber,JAX Chamber,≤100,1
Jane Nelson,Friends of Senator Jane Nelson,≤100,6
Ask Ariana Healthcare Access,Ask Ariana Insurance Services,≤100,4
M25 Initiative,M25 Initiative,≤100,3
Amara Enyia,Friends of Amara Enyia,≤100,4
Mercatus Center at George Mason University,The Mercatus Center at George Mason University,≤100,3
Councilman Weston Lindemann,Weston Lindemann,≤100,8
Houston Airport Marriott at George Bush Intercontinental,Houston Airport Marriott,≤100,6
Salt Lake Mitsubishi,Streamline Digital,≤100,2
Andy Gipson for Mississippi,Friends of Andy Gipson,≤100,5
Western United Dairymen,Western United Dairymen,≤100,6
National Network of Abortion Funds,the National Network of Abortion Funds,≤100,7
Cudahy Mayor Chris Garcia,Friends for Chris Garcia Cudahy City Council,≤100,4
The Younique Foundation,The Younique Foundation,≤100,3
State of Safety,State of Safety,≤100,3
Trump Groped America,Russia Russia Inc,≤100,4
Texas Pride,Texas Pride Unlimited LLC,≤100,2
MyEndometriosisTeam,MyEndometriosisTeam,≤100,3
With Good Reason Radio,Virginia Humanities,≤100,2
Crescent Credit Union,Crescent Credit Union,≤100,2
Smart Health Choice,Smart Health Choice,≤100,6
"Freedom Watch, Inc.","Freedom Watch, Inc.",≤100,1
The Nurse Collective,The Nurse Collective,≤100,6
Jeremy Jones,Orvis,≤100,1
Worcester Regional Chamber of Commerce,Worcester Regional Chamber of Commerce,≤100,2
Jeff Kirkpatrick for Mayor,Jeff Kirkpatrick for Mayor,≤100,6
1380AM & 105.3FM The Answer,Salem Media,≤100,2
Massachusetts Health Connector,the Massachusetts Health Connector,≤100,1
Elijah Haahr,"Friends Of Elijah Haahr, Trevor Crist Treasurer.",≤100,1
Murray Insurance Agency,Murray Insurance Agency,≤100,1
Great Public Schools for US,Great Public Schools for US,≤100,16
We are mitú,"mitú, Inc.",≤100,25
Agnook,Ag Nook LLC,≤100,4
Rodney J. Strange - 15th District Chemung County Legislator,Chemung County Legislator Rodney J. Strange,≤100,2
New England Clean Energy Connect,New England Clean Energy Connect,≤100,3
Cruthers For Commissioner,Cruthers For Commissioner,≤100,2
Yahoo,These ads ran without a disclaimer,≤100,1
Frank Luntz,Frank Luntz,≤100,1
Atlantic Coast Pipeline,the Atlantic Coast Pipeline,≤100,3
Senator Sharon Hewitt,Sharon Hewitt Campaign,≤100,17
The Greater Jackson Arts Council,Greater Jackson Arts Council,≤100,1
Respect The Fin,Respect The Fin,≤100,3
Arrive Utah,Arrive Utah,≤100,3
Amigo Energy,Just Energy Group Inc.,≤100,16
Austin Street Center,Austin Street Center,≤100,5
Legal Services of New Jersey,Legal Services of New Jersey,≤100,3
Rx Assistance Programs 123,Rx Assistance 123,≤100,3
La Voz Bilingual Newspaper,La Voz Bilingual Newspaper,≤100,9
I'm so weird,Ranker,≤100,18
Dorothy Brown for Mayor,Friends of Dorothy Brown,≤100,13
Shepherd's Gate,Shepherd's Gate,≤100,10
Massachusetts Building Trades Council,MA Building Trades Council,≤100,1
Belinda Leon for City of Doral Council Seat 4 Campaign,and approved by Belinda Leon for the City of Doral Council Seat 4 as a political advertisement.,≤100,6
Blue Store South Charlotte,Blue Store of South Charlotte,≤100,2
Y & T Insurance,Y & T INSURANCE,≤100,10
Free the Grapes!,Free the Grapes!,≤100,6
Disability Professionals,Disability Professionals,≤100,2
Vote Carlucci,Matt Carlucci for City Council,≤100,3
National Constitution Center,National Constitution Center,≤100,2
Bard Center for Environmental Policy,These ads ran without a disclaimer,≤100,4
Alaska Children's Trust,Alaska Children's Trust,≤100,6
Jeff White,Jeff White,≤100,3
Jewish Labor Committee,Jewish Labor Committee,≤100,5
ACE Glass Recycling,ACE Glass,≤100,2
LifeSeasons,These ads ran without a disclaimer,≤100,1
Wisconsin Department of Natural Resources,Wisconsin Department of Natural Resources,≤100,1
Lakeland First,Lakeland First,≤100,2
Chris Abele for Milwaukee County Executive,Chris Abele for County Executive,≤100,1
Generation Humankind,Generation Humankind,≤100,4
Texas Watch,"Texas Watch, 2121 E. 6th Street, Suite 201, Austin, Texas 78702",≤100,2
Dan Patrick,Texans for Dan Patrick,≤100,3
Signature Seas,Signature Seas,≤100,10
Flagstaff Family Food Center,Flagstaff Family Food Center: Food Bank and Kitchen,≤100,4
New Milford Republican Town Committee,New Milford RTC,≤100,2
Save San Onofre Park,Save San Onofre Coalition,≤100,1
Voodoo Trump,"Purple Designs, LLC",≤100,1
Congressman-elect Michael F.Q. San Nicolas,Michael F.Q. San Nicolas For Congress,≤100,2
Jesuit Refugee Service/USA,Jesuit Refugee Service/USA,≤100,4
Uproxx Hip-Hop,UPROXX,≤100,1
Arbor Day Foundation,the Arbor Day Foundation,≤100,1
Michigan Environmental Council,Michigan Environmental Council,≤100,6
Natasha For District 1,Natasha Harper-Madison for Austin City Council District 1,≤100,2
War On Our Future,The Years Project,≤100,28
World Vision USA,These ads ran without a disclaimer,≤100,7
WLQV FaithTalk Detroit,Salem Media Group,≤100,1
Convention of States Nebraska,Convention of States Action,≤100,3
32BJ SEIU,32BJ SEIU,≤100,2
Climate One,Climate One,≤100,1
CBD! - Historic Downtown Miami,Terrell N. Fritz,≤100,4
Every Citizen Armed,Every Citizen Armed,≤100,7
"Carlos A. Rendo Mayor-Woodcliff Lake, NJ","Carlos A. Rendo, Mayor-Woodcliff Lake",≤100,4
No Dogs Left Behind,No Dogs Left Behind,≤100,3
Howard Brown Health,Howard Brown Health,≤100,6
Mountain Journal,Mountain Journal,≤100,1
Send Coal To Donald Trump,Michael Devine (Myself),≤100,5
AARP Florida,AARP Florida,≤100,4
"BCom Solutions, LLC","BCom Solutions, LLC",≤100,2
The Salvation Army of Greater Baton Rouge,The Salvation Army of Greater Baton Rouge,≤100,6
The Rutherford Institute,The Rutherford Institute,≤100,31
Republican Merchandise,Republican Merchandise,≤100,1
"Who's That Man with Mr. Lincoln, Mommy?",Barton Creative LLC,≤100,3
The GOD'S CHILD Project,God's Child Project,≤100,2
The Nation Magazine,The Nation,≤100,3
Big League Politics,Big League Politics,≤100,19
Legal Newsline,The Record,≤100,5
Florida Planned Parenthood Alliance,Florida Alliance of Planned Parenthood Affiliates,≤100,1
Equal Rights For Whites,Equal Rights for Whites,≤100,2
RedefinED,RedefinED,≤100,4
Lois Kolkhorst,Lois W. Kolkhorst Campaign,≤100,5
Real Facts NC,Real Facts NC,≤100,2
Robin Smith,"Citizens to Elect Robin Smith - Will Clegg, Treasurer",≤100,2
Adventures of a Modern Day Church Lady,Modern Day Church Lady,≤100,3
Sgt. Benjamin Anthony - Our Soldiers Speak,Our Soldiers Speak,≤100,50
Jack Jablonski BEL13VE in Miracles Foundation,Bel13ve in Miracles Foundation,≤100,3
Women’s March St. Johns,Women's March St. Johns,≤100,8
Cristina Tzintzun Ramirez,Cristina Tzintzun Ramirez,≤100,59
ABC30 Action News,ABC30,≤100,1
Civic Builders Inc.,Civic Builders,≤100,10
Epic Reads,HarperCollins Publishers L.L.C.,≤100,1
Resilience Gives,Resilience Gives,≤100,6
